"all_dataset$Group" "CBendsProportion" "Transition_se_Proportion" "IBendsProportion" "Length4BoutCount" "Transition_so_Proportion" "TimeFactor" "Transition_see_Proportion" "JBendsProportion" "Transition_cc_Proportion" "OBendsProportion" "Length1BoutCount" "Transition_eg_Proportion" "Transition_ee_Proportion" "Transition_css_Proportion" "Transition_sg_Proportion" "Length3BoutCount" "Transition_jss_Proportion" "GBendsProportion" "Length2BoutCount" "TotalBoutCount" "Transition_cs_Proportion" "Transition_sc_Proportion" "ScootsProportion" "Transition_isg_Proportion" "Transition_ggs_Proportion" "Transition_ssg_Proportion" "Transition_sse_Proportion" "Transition_gss_Proportion" "Transition_sis_Proportion" "Transition_ss_Proportion" "Transition_sss_Proportion" "Transition_hss_Proportion" "Transition_ggg_Proportion" "Transition_es_Proportion" "Transition_gg_Proportion" "Transition_oss_Proportion" "Transition_si_Proportion" "Transition_iss_Proportion" "Transition_gs_Proportion" "Length6PlusBoutCount" "Transition_sgs_Proportion" "Transition_ess_Proportion" "Transition_eee_Proportion" "Transition_ses_Proportion" "HBendsProportion" "Transition_os_Proportion" "Length5BoutCount" "Transition_sgg_Proportion" "EBendsProportion" "Transition_is_Proportion" "Transition_hs_Proportion"
"Aripiprazole_10microM" 0.0224768621435073 0.0013550135501355 0.0817561648563138 3.5 0.00271223587787055 1 0.00154320987654321 0.0222721856526224 0 0.0156599506965424 71.4166666666667 0.000757575757575758 0.002710027100271 0.0184000861326443 0.0453260263640059 16.4166666666667 0.00912627424255331 0.154911667977084 15.1666666666667 114.833333333333 0.00990823943327153 0.00167796384901648 0.671434719684628 0.0029320987654321 0.0122204879934091 0.0169201391350473 0.00154320987654321 0.0964509514373563 0.00423899444835405 0.687380288675618 0.650173778750494 0.00708964832528051 0.00869385589534843 0.0157520140008701 0.0225448819737697 0.0136694251933801 0.00929878784714184 0.0405770724727265 0.10482195394825 4.75 0.0305076278321851 0.00782272846294841 0.00462962962962963 0 0.0100739634167107 0.013796716759384 3.58333333333333 0.0123480550220651 0.0214144855725915 0.040066298983042 0.00580363724219738
"Aripiprazole_10microM" 0.0182381330837991 0.00672964904213038 0.0984426966606122 5.5 0.0015361309321554 2 0.00164473684210526 0.00820530335898029 0.000683060109289617 0.00659131160921043 64.5 0.00258122984457602 0.00175658948594728 0.0190777583209149 0.0602758024111829 19 0 0.178872719215314 19.1666666666667 120 0.0109267691662898 0.00217645009311676 0.640594462663058 0.00650226965365767 0.0112367532653652 0.031093668152895 0.00164473684210526 0.120984810531011 0.00743023444380966 0.629439609511281 0.586500836429956 0.00476653602501517 0.00444985360571661 0.0152618708461552 0.027544959864647 0.00431323642560551 0.0170924635445632 0.0497191493865365 0.127520997609566 5.66666666666667 0.0457397320321311 0.0115406873636447 0.00109649122807018 0.00234027232259754 0.0122575912258451 0.00389001435143966 6.16666666666667 0.0190301545554725 0.0367977821831812 0.0490682033236298 0.00508863321424858
"Aripiprazole_10microM" 0.0210817923749795 0.0137562223424044 0.0892561085493229 6 0.00158730158730159 3 0.0039160558589633 0.0146686248756889 0.00040650406504065 0.0314692252475566 52.1666666666667 0.00611340060237637 0.00378919860627178 0.00590223859960702 0.0558370291584131 18.8333333333333 0 0.193794487902854 14.5833333333333 103.5 0.00505735509640525 0.00256231196980068 0.562409999219079 0.00415377365201309 0.0175531930559687 0.0257711393606787 0.00283578034623783 0.10185405684268 0.0100313766720099 0.552034310989696 0.486204878802506 0.0067625895797669 0.0554738210536636 0.0347259385104301 0.0857448938451537 0.00279717150017902 0.0181765135344298 0.0586702093876241 0.103510792604718 5.91666666666667 0.0411537890540655 0.0356507357771224 0 0.0118951440297025 0.0134265563944872 0.0026449605343048 6 0.0218828523433557 0.0738932054360322 0.0542129125503752 0.00904056058084569
"Aripiprazole_10microM" 0.0170249222532623 0.0178656927846825 0.111944588907278 5.25 0.00362808518719468 4 0.00634154658127261 0.00831353400497546 0.000841750841750842 0.0169707196168775 45.4166666666667 0.0043722889107562 0.00776378775157311 0.00636608617533402 0.0526184069312385 12.1666666666667 0 0.158246373257005 12.75 85.0833333333333 0.00425885910377754 0.0010482180293501 0.573003165061822 0.00374625374625375 0.021319645495797 0.0201202564324438 0.00640031405344141 0.0755626954786661 0.0128594348098592 0.575147526645182 0.538282757512865 0.00768121568409961 0.0134541879289455 0.048979385443841 0.0362059383126063 0.00266881827209533 0.0209332676215562 0.0577457345530322 0.101956444824061 5.16666666666667 0.0324093187219317 0.0503972536284509 0.00108225108225108 0.00358669108669109 0.0181181591680619 0.00363717768588326 4.33333333333333 0.0281265570134321 0.0963785377307177 0.0520072539375891 0.00879518488889486
"Aripiprazole_10microM" 0.0210668381871681 0.0143025574620015 0.107129593638309 3.83333333333333 0.000809061488673139 5 0.00471681096681097 0.0104432466835269 0 0.0138020842537711 41.75 0.00288922577728131 0.00394076526857984 0.00853174603174603 0.060567561598567 10.3333333333333 0 0.180637098510304 11.5833333333333 74.25 0.00926278899567212 0.000666666666666667 0.540977906410178 0.0144659715738147 0.0115208457120222 0.0379374646932963 0.0116582491582492 0.0879752705099223 0.0113220498637165 0.559956246715745 0.513283917566795 0.0153544372294372 0.00850256769374416 0.0483782060349407 0.04531102347858 0.0102717475879241 0.0225297009479485 0.0638291469786568 0.0938906541107991 3.83333333333333 0.0340128877802137 0.0466452869026398 0.00277777777777778 0.00762774806892454 0.031249985951555 0.00775768473042046 2.91666666666667 0.035101776400796 0.0946932463651878 0.0668368085012901 0.0143180439201563
"Aripiprazole_10microM" 0.0199831391825334 0.0130047582143535 0.111793406806647 4.33333333333333 0.00237289260586752 6 0.00290329391891892 0.0120253953923082 0.00242329394229746 0.0296554195657124 38 0.00791925232223161 0.00319035274279855 0.00589339339339339 0.0573895680963746 9.58333333333333 0 0.173314708484073 11.1666666666667 69.9166666666667 0.00471883627448244 0.00200513384671801 0.558458970779416 0.00589339339339339 0.0153548887870922 0.0147415720988376 0.00404094827586207 0.123802383759783 0.0154857066117842 0.551462478134129 0.499877899844248 0.0127416492233759 0.00206347104519774 0.0506673641745633 0.0344501556702008 0.0197294964455981 0.0260650964174431 0.0600445366099589 0.108226052297283 3.08333333333333 0.0360856397199362 0.0482770472291403 0 0.00830340038314176 0.0171480574173189 0.0133573654909354 3.75 0.0194539083575101 0.0776209023719912 0.0604544124593599 0.011719132813223
"Aripiprazole_10microM" 0.0164970159455405 0.0132619631192133 0.14183530942208 3.83333333333333 0 7 0.00120772946859903 0.00754507418909593 0 0.010456512825098 37.6666666666667 0.00259161041465767 0.00402427107016074 0.00681723878924446 0.0449868674773726 8.16666666666667 0 0.15577852233594 9.66666666666667 67.0833333333333 0.00534555221207897 0.00271499150841439 0.539756784245289 0.0039301865324443 0.0116821169637101 0.0183462234785004 0.00221174553285606 0.103382044458133 0.00757587557729301 0.574870784765427 0.522450419377057 0.0204321735658234 0.0175308245277554 0.0384951329188627 0.0393235337214495 0.00898830495582408 0.0183181567769804 0.0784458596257889 0.0983258426416597 3.41666666666667 0.0206783538454669 0.0340807245833883 0.00100401606425703 0.0143233662402249 0.0340874831340701 0.00652113895938773 4.33333333333333 0.0259726261856256 0.0940432979028856 0.071638135367742 0.0178510623438725
"Aripiprazole_10microM" 0.0111105760957849 0.00603070175438597 0.1367312878462 3.33333333333333 0.00219298245614035 8 0.000925925925925926 0.00853138779123792 0 0.0166701779736525 37.25 0.00173611111111111 0.00138999645578593 0.00905862469412302 0.0449562604064139 9 0 0.164356070755069 9.25 63.8333333333333 0.00678441041398222 0 0.54187307360028 0.00528985507246377 0.0160257717153055 0.0182539237408668 0.00277777777777778 0.144807791570816 0.00986550300100132 0.552581922698863 0.464654810137075 0.0248009999559491 0.0166252465628044 0.0400877127747084 0.0327658215809628 0.0138398692810458 0.0171352908250767 0.116165632997631 0.12268889758303 2.25 0.0157280315873151 0.0349612313237611 0 0.00455082742316785 0.0275546597498041 0.00882094435283552 2.75 0.0194378476028092 0.0931727661879716 0.103366077411391 0.0139246272393457
"Aripiprazole_10microM" 0.0140669021291494 0.0107055329997403 0.150949351068 3 0 9 0.00173611111111111 0.0117299818819632 0 0.0169267520982084 34.5 0.00701992753623188 0.00203252032520325 0.0120756172839506 0.048900781684852 6.66666666666667 0 0.159385606935859 8.41666666666667 56.5 0.00717744786143514 0 0.52138978074124 0.00105485232067511 0.0462718545961831 0.0155224449132677 0.00173611111111111 0.105891936920675 0.00490066807313643 0.533891989347684 0.451866443022728 0.0266620662363947 0.00173611111111111 0.0604813562665219 0.0502188235672845 0.0112917795844625 0.00793615122883416 0.128095509669684 0.0927057118890469 1.58333333333333 0.0106999140490702 0.0694586068135646 0.00173611111111111 0.00347222222222222 0.0264007931686053 0.00617320012700448 2.33333333333333 0.020049519456165 0.0991508319769753 0.0985981048296517 0.0280660599503388
"Aripiprazole_10microM" 0.0334544410842294 0.00368343998762594 0.13718818092143 3 0.00253978402955385 10 0 0.00234375 0 0.0115731120116719 31 0.00721782475602606 0 0.0300198412698413 0.0427386078496537 7.08333333333333 0 0.17332095769301 8.91666666666667 54.3333333333333 0.0208869400473368 0.00239389233954451 0.477438962794772 0.00875603864734299 0.006881038647343 0.0131781196266274 0 0.132998451591396 0.012178657694962 0.531025744617491 0.457538578622311 0.0314108868184955 0.00141242937853107 0.0581657939101116 0.035364417884922 0.00843235691476296 0.0169742635634331 0.0866077715782948 0.107552299194334 1.83333333333333 0.0289219844778983 0.0658610043747295 0 0.00314854048964218 0.0355747817453753 0.00687221549783003 2.5 0.0249836751821829 0.129105813749511 0.0953364864488764 0.0223437756880365
