"all_dataset$Group" "CBendsProportion" "Transition_se_Proportion" "IBendsProportion" "Length4BoutCount" "Transition_so_Proportion" "TimeFactor" "Transition_see_Proportion" "JBendsProportion" "Transition_cc_Proportion" "OBendsProportion" "Length1BoutCount" "Transition_eg_Proportion" "Transition_ee_Proportion" "Transition_css_Proportion" "Transition_sg_Proportion" "Length3BoutCount" "Transition_jss_Proportion" "GBendsProportion" "Length2BoutCount" "TotalBoutCount" "Transition_cs_Proportion" "Transition_sc_Proportion" "ScootsProportion" "Transition_isg_Proportion" "Transition_ggs_Proportion" "Transition_ssg_Proportion" "Transition_sse_Proportion" "Transition_gss_Proportion" "Transition_sis_Proportion" "Transition_ss_Proportion" "Transition_sss_Proportion" "Transition_hss_Proportion" "Transition_ggg_Proportion" "Transition_es_Proportion" "Transition_gg_Proportion" "Transition_oss_Proportion" "Transition_si_Proportion" "Transition_iss_Proportion" "Transition_gs_Proportion" "Length6PlusBoutCount" "Transition_sgs_Proportion" "Transition_ess_Proportion" "Transition_eee_Proportion" "Transition_ses_Proportion" "HBendsProportion" "Transition_os_Proportion" "Length5BoutCount" "Transition_sgg_Proportion" "EBendsProportion" "Transition_is_Proportion" "Transition_hs_Proportion"
"Aripiprazole_10microM" 0.00975557938856271 0.0123559399917159 0.144966220522772 2.75 0 11 0.00784903644573456 0.00706458622858879 0 0.0278181920511418 36.1666666666667 0.0059040721756239 0.00489535440613027 0.016395757020757 0.0364456318783063 7.16666666666667 0 0.161146614690981 10 60.1666666666667 0.0129504561514528 0 0.507934784219186 0.0072337962962963 0.0193435582586526 0.0257745726495727 0.00523504273504273 0.0939545920972808 0.00495551792721604 0.507753723757687 0.48325248519824 0.0376818783068783 0.0078125 0.0546690277027388 0.0274387582945694 0.0160185857119819 0.017146893387508 0.108035186337073 0.109335161386116 1.91666666666667 0.0276823870573871 0.044584926778323 0.00106837606837607 0.00595238095238095 0.0362009320919178 0.0128945429815872 2.16666666666667 0.00784903644573456 0.10511309080685 0.114333627410001 0.0375781754667293
"Aripiprazole_10microM" 0.0121754056473803 0.0103274734301735 0.142407430222052 3.08333333333333 0 12 0 0.0069235523327347 0 0.0148451294245849 33.6666666666667 0 0.00146198830409357 0.013861616370401 0.0256732125651061 7.25 0 0.175930823731406 8.16666666666667 56.4166666666667 0.015585696938156 0 0.520015835513848 0.00542186571598336 0.0148894222025438 0.0116384340449949 0 0.130352651044508 0.0074350361613572 0.581289403596187 0.541548697623036 0.0154263128328736 0.00643812587858499 0.0609376510520179 0.0321740559995769 0.00101626016260163 0.0160785534681642 0.0969765568233883 0.116124909726971 2.33333333333333 0.0194187634716657 0.0734624394247659 0 0.00643812587858499 0.0271019605215549 0.000683060109289617 1.91666666666667 0.0118599915945684 0.100599862606439 0.101705958737811 0.0113029312002819
"Aripiprazole_10microM" 0.0138355472080924 0.00838622092866575 0.131220371661348 2.25 0 13 0 0.00913903061237632 0 0.023684611146267 33.75 0.0107530233487102 0 0.00100401606425703 0.0167017079435136 7.25 0.00100401606425703 0.189786514977434 7.83333333333333 54.5833333333333 0.00586129820000788 0.00396825396825397 0.484371197008555 0.00590597684857075 0.0100786530112344 0.00177304964539007 0.00100401606425703 0.130067121211289 0.00670960815888352 0.548745224270471 0.525829435053147 0.024141596350105 0.00354609929078014 0.0766762773955188 0.0264042423924619 0.0202205882352941 0.011441224959562 0.0942259169226999 0.123748818336051 1.75 0.0175449135477484 0.090066805016714 0 0.0072463768115942 0.0207046323809538 0.0118176925025329 1.75 0.00354609929078014 0.127258095004973 0.0874895713792336 0.0254907682281163
"Aripiprazole_1microM" 0.104536288235591 0.00545428381862728 0.14359978651404 5.5 0.0071097949393546 1 0.000868055555555556 0.0586101467920898 0.00282855462288646 0.070505456495089 206.5 0.00153156768325308 0.00353134554180956 0.0836351903679561 0.0208056628638312 24.5833333333333 0.0124416742761296 0.178047586764588 31.75 274.25 0.0641237141204789 0.00568284761056731 0.353050204764942 0.00422605994152047 0.00593497632971317 0.0121363402948088 0.000868055555555556 0.124767082449124 0.0128575260900077 0.470824974026308 0.387593110005382 0.01192673524088 0.00262483465608466 0.0235912319865251 0.0115580008557498 0.0710499226223949 0.0150024591655062 0.0848554194541801 0.107537822928104 2.58333333333333 0.0101860554163186 0.0200175646468978 0 0 0.0366924197054786 0.0634728943263747 3.33333333333333 0.00600413946688427 0.0549581107281814 0.0959735832601486 0.0182394158350247
"Aripiprazole_1microM" 0.116640062150165 0.00910127226601427 0.0803347848202086 5.25 0.00917339951156376 2 0.0064768813763981 0.0308192746472381 0.0125525722472007 0.0728395334667276 78.1666666666667 0.00577984817115252 0.0166254026315736 0.0884735092296978 0.0251889148943949 16.5833333333333 0.00398931918734337 0.0952305521501053 15 122.666666666667 0.0604683245934696 0.0132329055914199 0.455854430649336 0 0.000905797101449275 0.0184996386144302 0.00641063651375479 0.0599718157643804 0.000905797101449275 0.516469576371558 0.412366589258674 0.0104881968645096 0.00531887266961894 0.0511812885046398 0.0127432073654302 0.0380915150584511 0.00977080483107497 0.031555702293654 0.0554687089524039 4.25 0.0135636639966459 0.058955521759389 0.00767873708505408 0.0065322426329889 0.0287225568231546 0.0416025969128827 3.41666666666667 0.011631290220566 0.119558805293065 0.0322257452835398 0.0108954322775881
"Aripiprazole_1microM" 0.0899966046875243 0.0213391007079521 0.0567276924470898 5.33333333333333 0.0107073821501411 3 0.0189200711221479 0.014588655580814 0.0171503728783978 0.0571929338578917 58.25 0.00372043430622089 0.0233220339895278 0.0507827896611507 0.018827830957144 12.4166666666667 0.00120772946859903 0.0577110148053244 11.6666666666667 96.0833333333333 0.0433364155512105 0.015762845438729 0.609162875604032 0.00166666666666667 0.00136612021857923 0.0087526938277995 0.0147922143467217 0.0271775857504881 0.00928756175407999 0.564275151662556 0.497035389012325 0.00440431466302368 0.00487967841963744 0.0606667330006122 0.0114388229704677 0.0375692877418933 0.0135681186483492 0.024769445676412 0.0325375729946023 4.91666666666667 0.0110324470116421 0.0603978220301651 0.0068821155078034 0.00586411598688423 0.0171349361705678 0.0376010270758681 3.5 0.00644450481651395 0.0974852868467563 0.0313734348090795 0.00851030847996251
"Aripiprazole_1microM" 0.0738214604908315 0.0237676100284026 0.0452475779851564 4 0.0105106289467888 4 0.0140857793648175 0.0294967755716359 0.0135656096314509 0.0396554899220908 57.3333333333333 0.00750337280900392 0.0319069522183484 0.0476757633552254 0.0208365334057348 9.41666666666667 0.00756493506493507 0.0737251637474959 11.3333333333333 90.1666666666667 0.0394086360639989 0.0152985501809866 0.582340040764224 0 0 0.00952776511987038 0.00431998556998557 0.0320019364415916 0.00146198830409357 0.552313108325797 0.486685780121781 0.00741436925647452 0.00991161616161616 0.0627119716949283 0.0160066894894449 0.0360284814187121 0.00665010437180287 0.0290562554684761 0.0394737299881247 3.66666666666667 0.00724486241727621 0.067834713293375 0.00848665223665224 0.0126176694348201 0.0146636834646952 0.0314926166582697 4.41666666666667 0.00826035963022265 0.141049808053871 0.0237896577318483 0.00920198330339248
"Aripiprazole_1microM" 0.0785390384311652 0.0122816372949042 0.0425907224347592 5.08333333333333 0.0188951297013335 5 0.00462962962962963 0.0096187426524423 0.00935004972372682 0.0475306402265243 57.0833333333333 0.00479856533050441 0.013304494896525 0.0416869173284139 0.0130097348140911 13.4166666666667 0.00245098039215686 0.0837433347328679 13.5833333333333 96.1666666666667 0.0346647509327778 0.0198484819335059 0.599030074682175 0.000631313131313131 0 0.0123423774906826 0.0057261208576998 0.0314793361402722 0.00172780435938331 0.616107034182093 0.592238073879689 0.00882177033492823 0.00904498044328553 0.0533173267634327 0.0183306569954031 0.0365809787750392 0.00485563171905923 0.00788101188245384 0.034528627112216 3.91666666666667 0.00580808080808081 0.0481364679273836 0.0016025641025641 0.00698874712032607 0.0190298163103702 0.0270303269082898 3.08333333333333 0.0100461097283131 0.119917630529696 0.018797384259009 0.00966245170829487
"Aripiprazole_1microM" 0.0497796981521629 0.0228791951145284 0.0540692076489777 4.33333333333333 0.0111589474589058 6 0.00528290835785115 0.0152075385001728 0.0047382748336219 0.0516616456289768 64.8333333333333 0.00521188511547554 0.0223126284657159 0.0438668562299255 0.0290861594340712 12.25 0.00072463768115942 0.0704870116440658 13.4166666666667 102.5 0.0337535544662415 0.009182491873186 0.592673720314169 0.00087719298245614 0.00231481481481481 0.0161049998334083 0.00612165494381114 0.0499156933215212 0.00569862155388471 0.584018827964759 0.547309549253707 0.00662808777797336 0.00435803114071365 0.0571049943670129 0.0123585465199166 0.0394689467029284 0.0088208946893974 0.0275915013892057 0.0408305874170111 3.91666666666667 0.00546376020696903 0.0558027542994694 0.0155358153448136 0.0168339450404668 0.0191975513513875 0.0367381529006964 3.75 0.0141265599116046 0.146923626760087 0.0365919989631451 0.0080747495725429
"Aripiprazole_1microM" 0.0729964386707491 0.0187957642305491 0.0502638878708364 5.33333333333333 0.00802116126988493 7 0.010380561467518 0.023227550185531 0.0125051312638703 0.0350204756253679 64.9166666666667 0.00211321816862338 0.0184961078475195 0.0467319471213559 0.022404693127755 10.25 0.00478586764818649 0.0748098911440377 14.9166666666667 104.25 0.0378466288366228 0.0228685167771787 0.59566130897709 0 0.00166666666666667 0.00937623330316355 0.00802548900374987 0.0453188448219397 0.00840466900249509 0.592501479636932 0.556605196429917 0.00732689210950081 0.00238095238095238 0.0554378914410051 0.00838565681230983 0.0286635289178357 0.009448524800338 0.032866455254214 0.0453283012586127 5 0.0181740077802018 0.0452215455120842 0.0026589787229065 0.0109064680622652 0.0164258649314806 0.0218368594149352 3.83333333333333 0.00385179434092478 0.131594582594907 0.0259452666525298 0.00760751758330451
"Aripiprazole_1microM" 0.0910037446946667 0.0225535756413567 0.0514534814194445 4.66666666666667 0.0186845877855419 8 0.0132480632708735 0.0242280242912712 0.0115042158804981 0.036779717009485 62.4166666666667 0.0100841241978749 0.0215609392786633 0.032396786660857 0.0173774761275836 10.9166666666667 0.00567771695052717 0.0701475369939126 10.5 95.3333333333333 0.0275889241577646 0.0151525746612489 0.555945629163518 0.00173611111111111 0.00486238532110092 0.0106664788883524 0.00540223665223665 0.0500117245885702 0.00229357798165138 0.559539901077318 0.488112233613436 0.00906630170316302 0.00361238532110092 0.0740935140698243 0.0225808184415984 0.034899949572738 0.0167304529421385 0.017550234481695 0.0421994513297834 3.66666666666667 0.00719425666613016 0.0756547491312567 0.00540223665223665 0.0102703916116325 0.0197605958477247 0.0253912532586974 3.16666666666667 0.00965341488277268 0.150681270579978 0.0172420756231773 0.00775399465497285
"Aripiprazole_1microM" 0.0821195001902818 0.0193190376657203 0.057170851620097 4.91666666666667 0.00965944234170835 9 0.00555891562719715 0.0129508724006083 0.0131682358865992 0.0370040826146767 61.3333333333333 0.00913342837593535 0.0149272325264616 0.0949408782797744 0.021642946284686 11.6666666666667 0.00567675346000469 0.0709726097951562 17.3333333333333 102.25 0.0744996664547045 0.0222772963538335 0.552901850361703 0 0.00840056953013764 0.00940680453424082 0.00502440424921045 0.0427258382571875 0.00603881260427987 0.515811842298258 0.485606519171149 0.0127368810340695 0.00483091787439614 0.0798468965254446 0.0147327418733592 0.0162621287879871 0.0129325306770108 0.0290773927510002 0.0414093962045382 4.16666666666667 0.0131409381080202 0.0686710854277192 0.00560010692328254 0.00953399878469906 0.0221161428775841 0.0186981482115689 2.83333333333333 0.00475536041503058 0.164764090139893 0.0379099072386111 0.0131923833225817
"Aripiprazole_1microM" 0.079555193288016 0.0318079774324517 0.0669047795434096 4.41666666666667 0.00940692406968826 10 0.022898002427427 0.0193933153292092 0.0110523241209638 0.0334299183505604 69.0833333333333 0.00648159093929722 0.024041007929491 0.0898748657963292 0.0212024262610155 14.5 0.0132510987793406 0.0806386909056607 14.9166666666667 108.666666666667 0.0540053554571671 0.0152697373209337 0.543432242187347 0 0.00198412698412698 0.00693295575924684 0.0189012426554735 0.0489664087042382 0.00555364708576663 0.504170648743514 0.39620977952044 0.0170811794644273 0 0.0900899362904305 0.0062575842504066 0.0305853317234728 0.0100223918730566 0.0484002889991718 0.0484752584474096 2.41666666666667 0.0127533548723289 0.0947262206657848 0 0.0114394868155031 0.0192480476083355 0.0208374428794934 3.33333333333333 0.00700657367324034 0.157397812787461 0.0367181018053777 0.0151620329941234
"Aripiprazole_1microM" 0.0794736732602501 0.0201015592168556 0.060388407923729 4.08333333333333 0.00663611305184037 11 0.00463402074920726 0.0175267173696616 0.0124389518721642 0.0371755706685628 68.8333333333333 0.00489306074369545 0.0223859922463294 0.0582875176762747 0.00753417943956675 13.3333333333333 0.00316594758708853 0.0906826672915448 14.1666666666667 107.583333333333 0.0429143547267625 0.0180935523787299 0.535579420131369 0.000816993464052288 0.00137627758038338 0.00519459298871064 0.00626800767731184 0.0443264610767334 0.015207573644755 0.549878387449709 0.489917559294886 0.0122369556591892 0.00163398692810458 0.088013872112447 0.00665027157303751 0.0186098367273836 0.0192371552250819 0.0391046441919594 0.0394108567618383 3.91666666666667 0.0056973581973582 0.0871789610131645 0.0124229775392566 0.0136009044639723 0.0196263470506547 0.0170210023024637 3.25 0.00245098039215686 0.159547196304228 0.0381880415676382 0.0110385574938587
"Aripiprazole_1microM" 0.0817512025119722 0.0104197770079145 0.0654038003733301 4.08333333333333 0.0129499336328987 12 0.00281723484848485 0.0224406249208663 0.00300652630198085 0.0351850998959747 61.5 0.0111524560427382 0.01011025329599 0.0934134534641585 0.0254150215485577 11.5 0.00296875 0.085415157504944 12.1666666666667 95.25 0.0700832630176988 0.0190960171731829 0.515048873006766 0.00308641975308642 0.00595681310498883 0.00590365460157127 0.00862517358891304 0.0559887573832074 0.00105485232067511 0.53767969000189 0.453060714123313 0.0140396466315332 0 0.0770324385269048 0.0112448268762781 0.0461555603469678 0.00809926554106155 0.0313519530108671 0.0478255750755505 2.33333333333333 0.0170484751931221 0.0743221729916612 0.00151515151515152 0.00580793874042819 0.0164540060470846 0.0319037370632728 3.66666666666667 0.00852681694081545 0.178301235739062 0.034512296954093 0.00904962172857189
"Aripiprazole_1microM" 0.0884005879003841 0.0147979690640181 0.0568325700362166 4.5 0.00434365042655977 13 0.0030751329787234 0.0200244563627931 0.00937000275493073 0.0314344217991812 67.1666666666667 0.006216005345036 0.0115261374101931 0.076900157923917 0.0238041293150921 12.75 0.0035854217490944 0.0791385872169268 14.5833333333333 105.5 0.0436634801614897 0.0110482089411216 0.545984049064024 0 0.000499001996007984 0.00354609929078014 0.00177304964539007 0.0434489527932457 0.00849940671386182 0.574699196508532 0.535634293462718 0.0158454403972486 0 0.0881238491011115 0.00705473730246544 0.0139766433090134 0.0146754856864846 0.0453112522495893 0.0433485200392114 3 0.00978037062457104 0.076139101121644 0 0.00735664088489687 0.0177028693781001 0.0136227436588654 3.5 0.00632387706855792 0.160482458242374 0.0399978382092716 0.0123260317459427
"Aripiprazole_3microM" 0.0777519879023537 0.00358353142615191 0.165476588089647 5.16666666666667 0.00313039261094413 1 0.00316851378232452 0.0362540178202644 0.000502008032128514 0.0727014747312221 191.083333333333 0.00219365929274529 0.00385557330600434 0.0579368639282936 0.0140257385752696 27.6666666666667 0.0241385710264139 0.18902423167349 36.5 266 0.0444180797659326 0.00539487643797378 0.3856847855772 0.0116417697845101 0.0105206183453994 0.00425560006280323 0.00337859781593797 0.117010724817435 0.00458334321655321 0.494710839579005 0.439543992883146 0.0158582661508405 0.000980392156862745 0.0150470295235751 0.0116383702496918 0.0681341482648038 0.0137081020745641 0.0859582303288826 0.131742505381588 2.25 0.00724570021245213 0.0138662219367721 0.000980392156862745 0.00255659640905543 0.0374349991946186 0.0518468966082667 3.33333333333333 0.0045848895113601 0.0356719150112038 0.101063579724143 0.0185787838564565
"Aripiprazole_3microM" 0.104163189549751 0.0099175920192518 0.122385350594867 5.33333333333333 0.00290907516300679 2 0.00635616852303418 0.0270747908875141 0.00588951546755772 0.0497476831172071 94.25 0.00394798673647165 0.0119862355711421 0.088417466655135 0.0170574952903028 22.25 0.00469351963659364 0.115656064976953 21.1666666666667 153.416666666667 0.0659224542720166 0.00787821424821014 0.448487269667083 0.00464346098334293 0.00442424096075212 0.00446784972295068 0.00420508696018791 0.0380273980852591 0.00643431300758887 0.549332674547935 0.494096629913146 0.0246558845102051 0.00209856867719904 0.0339016567173171 0.00716283472468126 0.0342146415464643 0.0159959330976186 0.0677400856968377 0.0489195796701539 4.91666666666667 0.00809254147333764 0.0280837204670793 0.00328233258449839 0.00257417661068777 0.037230805844362 0.0312282499735135 5.5 0.00407685999372565 0.0952548453622623 0.0764786888556479 0.0212114021439866
"Aripiprazole_3microM" 0.0801634904872598 0.0230749267941405 0.0633876363644308 4.83333333333333 0.00448383376339041 3 0.0191503860678678 0.0243428164663705 0.00881597424414911 0.034798904374993 67.6666666666667 0.00730797914481342 0.0303840986992753 0.0798929610104984 0.0218671264643293 13.3333333333333 0.00479714912280702 0.0769120308133874 11.0833333333333 105.083333333333 0.0595815624046891 0.0103955043617214 0.599591664173878 0.00238320707070707 0.000946969696969697 0.0107657220576975 0.0117946330337268 0.0310229351225851 0.0031539969777578 0.555397632705597 0.460304242614594 0.00680749022482894 0.00510217794031541 0.0761680501257586 0.013809085152961 0.0341033900051142 0.00852471817313603 0.0368036526065754 0.0455497198142806 5.08333333333333 0.00749049930729532 0.0772860634652314 0.0186098521875648 0.00956356326422116 0.0196749288244707 0.0207163312631215 3.08333333333333 0.00905719469775152 0.101128528495209 0.033740447244911 0.0121768765111273
