"all_dataset$Group" "CBendsProportion" "IBendsProportion" "JBendsProportion" "Length4BoutCount" "TimeFactor" "Transition_sis_Proportion" "GBendsProportion" "EBendsProportion" "Length2BoutCount" "Transition_es_Proportion" "Transition_ess_Proportion" "Transition_js_Proportion" "Transition_sgs_Proportion" "Transition_sgg_Proportion" "OBendsProportion" "Transition_iss_Proportion" "TotalBoutCount" "Transition_se_Proportion" "Length6PlusBoutCount" "Transition_sg_Proportion" "Transition_oss_Proportion" "Transition_is_Proportion" "Transition_gg_Proportion" "Transition_gss_Proportion" "Transition_sss_Proportion" "Transition_os_Proportion" "Transition_hss_Proportion" "ScootsProportion" "Transition_ii_Proportion" "Transition_css_Proportion" "Transition_cs_Proportion" "Transition_ssg_Proportion" "Transition_si_Proportion" "Transition_ggg_Proportion" "Transition_so_Proportion" "Length1BoutCount" "Transition_jss_Proportion" "HBendsProportion" "Transition_gs_Proportion" "Length5BoutCount" "Length3BoutCount" "Transition_ee_Proportion" "Transition_hs_Proportion" "Transition_ss_Proportion"
"Aripiprazole_10microM" 0.0106455367535142 0.0205963515692834 0.00237233819429023 0.777777777777778 11 0 0.0788962442289358 0.00974801033451162 3.44444444444444 0 0 0.00141242937853107 0.0216450216450216 0.0188977688977689 0.0133302078449758 0.0119047619047619 47.1111111111111 0 0.444444444444444 0.0222194782168186 0.00320512820512821 0.00768849206349206 0.0111976528199932 0.0199383949383949 0.462412587412587 0.00177304964539007 0 0.864411311074489 0.00772543059777102 0.00595238095238095 0.00333333333333333 0.0119047619047619 0.00177304964539007 0 0 35.7777777777778 0 0 0.0309243076663289 1.11111111111111 5.55555555555556 0 0 0.483513060320895
"Aripiprazole_10microM" 0 0.0161561944841817 0.000407000407000407 1.55555555555556 12 0 0.0808332017517766 0.0068200718762066 4.11111111111111 0.0111989459815547 0.0172222222222222 0.00102880658436214 0.021298773690078 0.00181159420289855 0.00722265086619054 0.0138888888888889 43.5555555555556 0 0.333333333333333 0.0254950886905071 0 0.00757575757575758 0.00640515067038365 0.0453140096618357 0.37557320698625 0 0 0.775500580807356 0 0 0 0.00514492753623188 0 0 0 31.2222222222222 0.00181159420289855 0.00194918869617665 0.127736654372933 0.888888888888889 5.33333333333333 0 0 0.393230752128991
"Aripiprazole_10microM" 0 0.0353815937149271 0 0.222222222222222 13 0 0.0797947731281065 0.00205761316872428 4.77777777777778 0.000859106529209622 0.00163398692810458 0 0 0.00920974450386215 0.0122334455667789 0.00490196078431373 37.2222222222222 0.000859106529209622 0.333333333333333 0.0106607310215558 0 0.00257731958762887 0.0124505362907425 0.0299069122598534 0.603584868290751 0 0 0.758299128854684 0.000859106529209622 0 0 0.00490196078431373 0.00757575757575758 0 0 26.1111111111111 0 0.00112233445566779 0.0217718421326669 1.44444444444444 4.22222222222222 0 0 0.601828855565969
"Aripiprazole_1microM" 0.11907707961295 0.178161668903585 0.0691236107116451 3 1 0.00170068027210884 0.151971069685306 0.0324866861027804 20.3333333333333 0.0123463034343352 0.01995423387049 0.0421658185627348 0.00700371057513915 0.0028735632183908 0.0620524907777811 0.0892619947390494 198.083333333333 0.0025385555046572 1.33333333333333 0.0116906524241338 0.0470089286883427 0.104470258664656 0.0052690304983883 0.0620674004262285 0.392485450889003 0.0337010540063151 0.0330402949828669 0.32564591936765 0.00390809828002836 0.151092293229965 0.0827257458114766 0.0028735632183908 0.00741790686994102 0 0.00315524362134532 157.166666666667 0.0902525897891467 0.061481474838302 0.084988243926939 1.25 15 0.00068870523415978 0.0332694660603194 0.48024645273513
"Aripiprazole_1microM" 0.0751440122731558 0.174594112025404 0.0346781291319651 3.16666666666667 2 0.0177987861811391 0.17770332324561 0.0168974988498995 20.3333333333333 0.0105739215923073 0.0100294418842806 0.0212957220407869 0.00674603174603175 0.00764848950332821 0.0456126025709494 0.146882218099635 154.25 0.00282140799955043 1 0.0141677079619572 0.0367923485183547 0.12311618287028 0.0123425913426536 0.0841484245084565 0.392263469586699 0.0299387092960647 0.00764848950332821 0.42425057028102 0.0216738671917469 0.0491853753900593 0.0457454263231305 0.00268817204301075 0.0267527865320013 0.00297619047619048 0 117.5 0.0405522309934075 0.051119751621996 0.123298285936847 1.66666666666667 10.5833333333333 0 0.0173436400165684 0.451455149226402
"Aripiprazole_1microM" 0.0531072213730791 0.180886594831927 0.0524574491298883 4.33333333333333 3 0.00661764705882353 0.187890395964856 0.0293710264739281 22.6666666666667 0.0151634585757051 0.0300640659915371 0.0356824710817274 0.0161392741378394 0.0108574131406949 0.028962088570839 0.0908727817834516 169.25 0.0054057315369441 1 0.0277685955016191 0.0407875382229758 0.112274130212002 0.00956648732125501 0.134829143584146 0.334201790997645 0.0324602386589442 0.0214035087719298 0.428111806641233 0.0231292817382634 0.0392448491306379 0.0334088938705298 0.00185185185185185 0.0188197829165412 0 0.00913759148258195 125.333333333333 0.0569837543295219 0.0392134170142502 0.124722129220305 1.25 14.6666666666667 0.00117370892018779 0.0211782359857301 0.431926330313705
"Aripiprazole_1microM" 0.0823232660807554 0.181663435130575 0.0372463617350454 4.33333333333333 4 0.0354191040797201 0.179047717950585 0.0324145846543129 23.75 0.0162740960455908 0.0269672041900735 0.0126033418084582 0.0154001650165016 0.00569026810088416 0.0410422304084544 0.135965297315601 187.666666666667 0.00704838219332275 1.58333333333333 0.0244734725783145 0.0253116141640619 0.138747059758497 0.00790456248688517 0.0774299300456034 0.365774729706086 0.0299217927972434 0.0219025900605934 0.400902162991373 0.0132334559595743 0.0837875755362651 0.0566182898599931 0.00546227689217723 0.0325579461050626 0.00115740740740741 0.0027351807012824 141.083333333333 0.0190972222222222 0.0453602410488986 0.109468315717815 2.33333333333333 14.5833333333333 0.00381064367215399 0.0262451919644609 0.405207824357029
"Aripiprazole_1microM" 0.0708829198421713 0.185740484880467 0.0435383471701413 4.41666666666667 5 0.0251701900609004 0.180476042869427 0.0267307612992212 25.75 0.0193789908175124 0.0232488635085327 0.0275825162177719 0.00511294261294261 0.00729517396184063 0.0348645894821959 0.122325930042154 200.333333333333 0.00351448434720628 1.33333333333333 0.0167497863169438 0.0203443396581166 0.114737673933439 0.0112582443967831 0.0914817156389999 0.390449401152398 0.0291051401845998 0.0476093379105573 0.42049718440437 0.00504395713978143 0.062393697675603 0.0476715116647335 0.00606641123882503 0.0193930136834848 0 0.00173611111111111 149.333333333333 0.0499956559890878 0.0372696700520059 0.106134827122801 1.66666666666667 17.8333333333333 0.00280223363495557 0.0335168057888164 0.476374484692073
"Aripiprazole_1microM" 0.0673408781649818 0.204915153627929 0.0408958346194665 4.33333333333333 6 0.0067327385875773 0.185980588689853 0.0336001855991537 28.6666666666667 0.0150975115334812 0.0115125037396829 0.0106765738225983 0.0099030927120172 0.00866297871273849 0.0328844839002085 0.119989705433802 208.916666666667 0.00789918655287104 0.916666666666667 0.013984973978234 0.0353123386428829 0.133124579359379 0.010108847623032 0.106326562889255 0.303402002807245 0.026918947446883 0.0246397912772387 0.391763294074918 0.0214703554556522 0.0808572294578264 0.0525970190156271 0.00151515151515152 0.0106370377780406 0 0.00354629255604499 152.916666666667 0.0213819976968645 0.0426195813234894 0.130588344625661 2.75 19.3333333333333 0.00389363722697056 0.0226512257728401 0.381343498518596
"Aripiprazole_1microM" 0.0651779584517197 0.17719901128394 0.0365528051397057 4.58333333333333 7 0.0184959544184722 0.164078161646099 0.0365277607015205 26.1666666666667 0.0221143772036477 0.0287745144346215 0.0108269537803829 0.00505812335559603 0.00311553692056837 0.0335495896965782 0.120596436204737 203.583333333333 0.00560301053944525 3.58333333333333 0.00983087607210128 0.0228529887445703 0.119565369685293 0.0107818955741295 0.10860392733041 0.477620385431515 0.0230977150826736 0.0396840788419629 0.438888440921308 0.00733898835531248 0.0528035633767787 0.0313205128658368 0.0037560400222627 0.0211995253167953 0.00308641975308642 0.00506319957101858 149.666666666667 0.00769400352733686 0.0480262721591283 0.117283465425049 2.16666666666667 17.4166666666667 0.00478143538962487 0.0312666639029242 0.535686811395803
"Aripiprazole_1microM" 0.0930839769806902 0.174468887253601 0.039800745094975 3.41666666666667 8 0.00496812638580931 0.168895614991625 0.0375659557404398 21.5833333333333 0.0327525322030155 0.0329055230540975 0.0199252813600045 0.00351573377889167 0.00219298245614035 0.0283182544983621 0.109361111673448 206.5 0.00441385967887524 1.58333333333333 0.0125449243773791 0.0204274705299295 0.105949657787089 0.00495717073543717 0.105747445429302 0.481392913200588 0.0165622566832012 0.0262732493581687 0.414497834470392 0.00659140433274097 0.107964298957024 0.0517832337068984 0.00616123642439432 0.00837578386063784 0 0.0036491565823249 153.416666666667 0.0298519193656791 0.0433687309699153 0.118005869377373 2.83333333333333 23.6666666666667 0.000825082508250825 0.0271490620278662 0.551032011252673
"Aripiprazole_1microM" 0.0665727367837685 0.150190346460393 0.0304850713257664 2.91666666666667 9 0.00252525252525253 0.14693749768045 0.0463828542946779 20.6666666666667 0.0207898805643083 0.0277174303613033 0.0154355924670153 0.00263801537386443 0 0.0317519708010609 0.0910270592765837 192.333333333333 0.00216399768073739 1.66666666666667 0.00757542873913987 0.0288927382037472 0.111254286727946 0 0.0890522134275922 0.588710982358233 0.0178876668929547 0.0242618221708619 0.493134917305993 0.0045123530540533 0.0712880729548002 0.0429357498787136 0 0.00998515250945993 0 0.000981964583810677 141.25 0.0316959466105728 0.0345446053478896 0.0814117728368265 3.5 22.3333333333333 0.000608272506082725 0.0277176664126076 0.618550873144174
"Aripiprazole_1microM" 0.0729455428010274 0.14027600636652 0.03683573471931 3.25 10 0.0115583718249592 0.141357162561983 0.0459705399601338 17.6666666666667 0.0220337167229659 0.0266892452723561 0.0120544724901978 0.00495469829581979 0.00474511941809704 0.027834639064779 0.0695156803269305 175.166666666667 0.000734522873012467 3.58333333333333 0.00861603517050476 0.0141982640313748 0.0727852193381725 0.00782071520601142 0.0827385322560726 0.610584055068737 0.0117993579273049 0.0217513141620284 0.5008774393788 0.00471042992482658 0.0702530180368101 0.0429270698244477 0.00134375887387936 0.0123066056946009 0.00506768363911221 0 123.583333333333 0.017140263549425 0.0339029351474467 0.0732433971823436 4.5 22.5833333333333 0.00308857183723092 0.0181859956859502 0.670054039226344
"Aripiprazole_1microM" 0.0618019636535937 0.118363245405312 0.0373707167987808 2.08333333333333 11 0.00869918699186992 0.156668647272753 0.034463721071222 12.3333333333333 0.0171417572360705 0.0239319129085831 0.0129420843688491 0.0115053923804845 0.0018295054450176 0.023844986790911 0.052612847341771 147.166666666667 0.00456827325641629 3.25 0.0126875073088979 0.0281020244925335 0.0431412774779709 0.00456987346677979 0.0799191682780126 0.571272233234264 0.0126923899111856 0.0275683014933873 0.534940178327638 0.0044779842088795 0.0330891266974045 0.0271721091800495 0.00575528418196067 0.0117546562394418 0.00278903627282404 0.000621890547263682 109.916666666667 0.0248503553680414 0.0325465406797892 0.0812614653111948 2.75 16.8333333333333 0.00350140056022409 0.0207006018425413 0.704313763535568
"Aripiprazole_1microM" 0.0386183831904122 0.083620614093174 0.0397062634050389 1.58333333333333 12 0.00759109311740891 0.160010444480248 0.0426919111900706 9.83333333333333 0.0289826103814686 0.0259501614932513 0.00609364435429344 0.00475646394320469 0.00742515134436441 0.0168741079666148 0.0528476891105889 120.333333333333 0.00197096964338344 3 0.040543630642515 0.00532229450029568 0.0660442499670672 0.00861013000972433 0.0611331423310269 0.598558340527185 0.00867812742812743 0.00775364572534384 0.593171387642805 0.00705041521471542 0.035952876429474 0.0210771931338846 0.00506396701823544 0.00552546253611162 0.00382013435518971 0.00548340548340548 92.8333333333333 0.00907943289959215 0.0253068880316365 0.0817070836914754 2.83333333333333 10.25 0.0014367816091954 0.0142762517520363 0.658711289238365
"Aripiprazole_1microM" 0.0458279512962868 0.0750834578291455 0.0191101735476186 1.66666666666667 13 0 0.141689254905812 0.0532190963766481 6.83333333333333 0.0188965180410067 0.0179511293208102 0.00333333333333333 0 0.00898984090473452 0.0268434345502203 0.0466321374566055 87.4166666666667 0.0841584158415842 1.5 0.00848154489344565 0.00347222222222222 0.0443672885401 0.011229674796748 0.0492065203501374 0.526525994079186 0.0014367816091954 0.0190090356313761 0.530670494145975 0 0.0362884160756501 0.0301513231192157 0.00118203309692671 0.00333333333333333 0.00225225225225225 0.00165016501650165 68.3333333333333 0.00925925925925926 0.0242228040149598 0.0534618930499121 1.5 7.5 0.00595238095238095 0.0114135928165887 0.533045448605996
"Aripiprazole_3microM" 0.0895260721391318 0.172449014095517 0.0688815985611962 1.41666666666667 1 0.00462962962962963 0.17772023724286 0.0186313255959063 14.5833333333333 0.0148470504919621 0.00641891891891892 0.035280676427394 0.00520833333333333 0.0159090909090909 0.0576761825216374 0.0932800901550902 124.25 0.0035375118708452 0.416666666666667 0.0181829257487152 0.0411943193193193 0.109062065413392 0.0250072948096767 0.0797391953641954 0.361370501995502 0.0413991565238694 0.0348304473304473 0.371971263431679 0.0104342567344831 0.0986815278481945 0.0536176746584467 0.00833333333333333 0.00880389444339642 0.00833333333333333 0.00312850729517396 95.1666666666667 0.0758254872838206 0.0431443064120723 0.102598321369752 1.41666666666667 11.25 0.000617283950617284 0.0286794182523484 0.442888254828982
"Aripiprazole_3microM" 0.0588609425273759 0.127746324160672 0.0498691848476929 2.5 2 0.00181159420289855 0.147257053150626 0.0199279345023898 13.4166666666667 0.00454822954822955 0.00694444444444444 0.0316706631255812 0.0168960378681627 0 0.0332149019142625 0.0942042646460599 112.5 0.00647310206133736 0.833333333333333 0.0235971462285349 0.0404873055688273 0.089374823934652 0.00222902097902098 0.0861900326311266 0.44729508680245 0.03420946337613 0.0043780193236715 0.527031877151495 0.0087867890574014 0.0769580383579332 0.0422940415195719 0 0.0102582520072877 0 0.00520621353954687 83.25 0.0771533971262232 0.0360917817454859 0.108869324353694 1.5 11 0 0.0272664272463372 0.501485209887854
"Aripiprazole_3microM" 0.0625049742845176 0.136278717917135 0.0453080245816469 2.16666666666667 3 0.00181159420289855 0.178858083432462 0.0189265454443582 15.25 0.0112228842240303 0.025030525030525 0.0173462045600081 0.00822185061315496 0.00694444444444444 0.0443528588518735 0.0743785703024833 110.416666666667 0.0030327868852459 0.25 0.0198456472890159 0.0443131496120627 0.0996579716610285 0.00861813001988221 0.122919049549484 0.450364701723397 0.0315193867105418 0.00775613275613276 0.480208384171298 0.0157334402581682 0.0536303973803974 0.0351963711228512 0.00822185061315496 0.0136906591135824 0 0.0047267952461945 80.9166666666667 0.0325464843127887 0.0335624113167086 0.130953201164088 1.58333333333333 10.25 0.00491221950935938 0.0191319888898887 0.490127522118361
"Aripiprazole_3microM" 0.0498776558629549 0.147222447224311 0.037482695779191 1.83333333333333 4 0.00786713286713287 0.15179286783689 0.020826114661659 12.25 0.0132138043936093 0.0154807692307692 0.0264999175275419 0.0108974358974359 0.00466200466200466 0.0412632130281815 0.0617429638262972 98.4166666666667 0.00225225225225225 1.16666666666667 0.0262530789226262 0.0308150183150183 0.0896410607222021 0.0112217231633148 0.0651007171840505 0.458550708550709 0.0257793178644199 0.0269079685746352 0.523341094795047 0.0165595031330576 0.0669364586031253 0.0295159964309598 0.00599747474747475 0.0171412121591452 0.00213675213675214 0.006492143267277 72.9166666666667 0.0528490028490028 0.0281939108117652 0.102442347207918 1.33333333333333 8.91666666666667 0 0.0231350920790441 0.507652576255309
"Aripiprazole_3microM" 0.0615660626736007 0.161770108533966 0.0428864918683839 4.33333333333333 5 0.032952895511035 0.147311621826413 0.0401026842414856 12.9166666666667 0.0264265677439004 0.0163970826761524 0.026629648489244 0.008859357696567 0.0103570535491016 0.0389884609078568 0.0863376534831898 123.25 0.0124359469237878 1 0.01984553817896 0.0330168130055602 0.0985630258813531 0.00940945419019074 0.072569065232231 0.407554266744064 0.0368838809230136 0.0190387153065323 0.475722581644501 0.0147330264271794 0.0570648946230342 0.0364833549198483 0.0055951487871968 0.0284278021830218 0.00238095238095238 0.00646293442903612 88.6666666666667 0.0327475183814269 0.0316519883037943 0.0761292548291879 2.08333333333333 14.25 0.0109312451243181 0.0252192677936922 0.473958145287714
"Aripiprazole_3microM" 0.0605476417287842 0.15455833105135 0.0325062949327344 3.41666666666667 6 0.0221905060140354 0.189342952217359 0.0428875841940617 21.9166666666667 0.0281876873264686 0.024728329673691 0.0153562217677604 0.0120934577977922 0.000631313131313131 0.0386667080380851 0.0816309620371776 149.75 0.0102168716403969 1.5 0.0203792041412693 0.0391836177495646 0.0965871502058674 0.0104309787814458 0.107033983486468 0.422357882273858 0.0356665033065254 0.0127896892482084 0.447093017984996 0.0154658470587678 0.0468272146427155 0.0302432001998699 0.00300505050505051 0.0257076349356221 0.00282429558745348 0.00581533593581786 102.666666666667 0.026048951048951 0.03439746985263 0.103794880790848 3.08333333333333 17.1666666666667 0.00516976360304696 0.0249143465156448 0.485775579420618
"Aripiprazole_3microM" 0.0607309595871196 0.172298026529935 0.0402214771936782 3.58333333333333 7 0.0111749286341678 0.134932895711098 0.0492236375421121 22 0.031640804664222 0.0258796236698155 0.0191494258866547 0.0146168112523177 0.00528724747474747 0.0423445812697732 0.077850284220892 175.333333333333 0.0105186166930842 1.91666666666667 0.0169107778307601 0.03108818134664 0.104629580577944 0.0053250737815172 0.105283949028112 0.428238650381966 0.0315312124214205 0.0187078972578028 0.461107351840287 0.0103226703178372 0.0398507205021431 0.0330095592718072 0.00343679138321995 0.0214412191141744 0.000946969696969697 0.00388016615403013 127.416666666667 0.0349208422213516 0.0391410703259967 0.0837573865932171 2.41666666666667 18 0.00633534693692115 0.029184896006335 0.494924898831699
"Aripiprazole_3microM" 0.0613025300681403 0.183838675195845 0.037318090258151 4.08333333333333 8 0.00631954523463957 0.18814871548631 0.0436458026412397 27.0833333333333 0.0213903520869483 0.0183472878325138 0.00897484509426816 0.0188426887464119 0.0178649941545715 0.0353935846799094 0.0738248414397899 208.25 0.00843214586512443 1.5 0.0236723203804984 0.0438516378669186 0.114553877133553 0.0171518301509701 0.112095177839336 0.462800818507092 0.0376951865710128 0.0171946051721629 0.407376813754084 0.00445497710048686 0.0595536310967122 0.0356176668557839 0.0103277933246877 0.0131559251411144 0.00317489114658926 0.00180874194032089 150.666666666667 0.0189477322640751 0.0429757879163206 0.108440254092229 3 21.9166666666667 0.00792300170561385 0.0219091209283723 0.511942201340173
"Aripiprazole_3microM" 0.0740764908742101 0.158980117842678 0.0386869671694405 3.75 9 0.00243055555555556 0.151919837918764 0.0617339172630388 27.25 0.0244766529768109 0.0260207155928524 0.00864543706432304 0.00706018518518518 0.00109649122807018 0.0299157615827417 0.0871636306819776 220.666666666667 0.00253636542336233 2.16666666666667 0.0112811801787641 0.0366638488337432 0.0878713538556903 0.00115740740740741 0.0938686221831916 0.580983186945937 0.0261736770954525 0.0172512276953066 0.445131472284595 0.0116430005737235 0.052538369461785 0.0426644443751077 0.00109649122807018 0.0115635618135556 0 0.00365896358543417 160.666666666667 0.0184502611585945 0.0395554350645318 0.0907399446658968 4.5 22.3333333333333 0.00616615067079463 0.0236316806723133 0.581855727109859
"Aripiprazole_3microM" 0.0672745248890367 0.149765693292857 0.037742006774916 4.16666666666667 10 0.00480769230769231 0.157245674653082 0.0573470838170215 19.8333333333333 0.0238610884156959 0.0300616659169291 0.0138561335922949 0.021600083465685 0.00297619047619048 0.0380420315991645 0.0736443520278107 194.5 0.00857578732813511 1.91666666666667 0.0195778772407011 0.0192961800104657 0.0887765935974242 0.0031791623705013 0.082220120460252 0.588116296551447 0.0190532413453183 0.00818452380952381 0.441912309547206 0.00928298643651994 0.0426258335092922 0.0425454501363919 0.0016025641025641 0.0108674072586903 0 0.00236704270749396 145.583333333333 0.0256230281136296 0.0506706754267173 0.0884786352962506 4.08333333333333 18.9166666666667 0.00634135978963565 0.0145869190784538 0.599314269946097
