"all_dataset$Group" "CBendsProportion" "IBendsProportion" "JBendsProportion" "Length4BoutCount" "TimeFactor" "Transition_sis_Proportion" "GBendsProportion" "EBendsProportion" "Length2BoutCount" "Transition_es_Proportion" "Transition_ess_Proportion" "Transition_js_Proportion" "Transition_sgs_Proportion" "Transition_sgg_Proportion" "OBendsProportion" "Transition_iss_Proportion" "TotalBoutCount" "Transition_se_Proportion" "Length6PlusBoutCount" "Transition_sg_Proportion" "Transition_oss_Proportion" "Transition_is_Proportion" "Transition_gg_Proportion" "Transition_gss_Proportion" "Transition_sss_Proportion" "Transition_os_Proportion" "Transition_hss_Proportion" "ScootsProportion" "Transition_ii_Proportion" "Transition_css_Proportion" "Transition_cs_Proportion" "Transition_ssg_Proportion" "Transition_si_Proportion" "Transition_ggg_Proportion" "Transition_so_Proportion" "Length1BoutCount" "Transition_jss_Proportion" "HBendsProportion" "Transition_gs_Proportion" "Length5BoutCount" "Length3BoutCount" "Transition_ee_Proportion" "Transition_hs_Proportion" "Transition_ss_Proportion"
"Aripiprazole_10microM" 0.011937376993671 0.0561775714540899 0.0207819971942525 1.91666666666667 1 0.00387596899224806 0.125033150971095 0.0258333877849721 9.16666666666667 0.00956714697754124 0.0111416361416361 0.0360391549907679 0.00587606837606838 0.00445156695156695 0.0265245550997208 0.0513378560859181 93.75 0 0.916666666666667 0.0115011845606604 0.00727513227513227 0.0442838254106175 0.00626683878812015 0.100676311916622 0.511750648863052 0.00389957264957265 0.00132275132275132 0.639460571581977 0 0.0121336996336996 0.00848403388725969 0.00427350427350427 0.00526274137385249 0.00213675213675214 0 69.3333333333333 0.0998762040428707 0.0109180555868882 0.0833147621189882 2 10.3333333333333 0 0.0015905017921147 0.579162438917289
"Aripiprazole_10microM" 0.0131550121266323 0.0714243213928735 0.0246946416038432 2.16666666666667 2 0 0.157250545833025 0.0303265332421139 8.08333333333333 0.0137100021598193 0.0155560066994874 0.00564613526570048 0.0243939393939394 0.00460511392927106 0.0171045049887107 0.0494630837790629 93.5833333333333 0 1.16666666666667 0.0217187778975712 0.00163398692810458 0.0416167316316891 0.00431244264458131 0.215256506633191 0.529833247404687 0.00072463768115942 0.00866727028447923 0.664408660041474 0.00931134939287113 0.00953605485910211 0.00512664228633347 0.0136556603773585 0.0448552485069339 0.00333333333333333 0.00072463768115942 67 0.00944081336238199 0.021635780771327 0.140684460271663 2.25 12.9166666666667 0.00072463768115942 0.00764786525656091 0.646043986379575
"Aripiprazole_10microM" 0.0151371130061472 0.0718464509694584 0.0560422795284829 1.75 3 0 0.128310973131891 0.0711506940565665 8.41666666666667 0.0136418483199382 0.0110294117647059 0.00547127271139951 0.0161466189039718 0.00250754147812971 0.0163296823810317 0.0411814055596025 90.3333333333333 0.00389634601043997 1.83333333333333 0.0150130392917071 0.00592872284048755 0.0441955110434834 0.00340574564587245 0.0669529300843239 0.522279732270141 0.00697094604988024 0.00980392156862745 0.54797925726126 0.00452753808458506 0.0113357843137255 0.0071516663798543 0.00373303167420814 0.00770179981589378 0 0.00111856823266219 64.5833333333333 0.00353430353430353 0.00987021633182928 0.0535302919235525 1.83333333333333 11.8333333333333 0.00333706189410887 0.0129138348786751 0.540720662906259
"Aripiprazole_10microM" 0.00688543975181906 0.0587546517777903 0.020607200319111 3.18181818181818 4 0.00328947368421053 0.121041817520246 0.0345350551470825 11.4545454545455 0.0070366328298622 0.0138263688558483 0.00499151040006183 0.0164472059327721 0.00528747020371156 0.00785700989875219 0.0398532239946993 103.363636363636 0.00388039928895072 1.54545454545455 0.0333630905032539 0.00136612021857923 0.0370874296837957 0.010962655787177 0.0690007726555661 0.514454151997599 0.00335629027427567 0.0258211973052353 0.732629444729637 0.00487730368940099 0.00109649122807018 0.00353321766789561 0.0123033079364151 0.0100672526060536 0 0.00186819503618043 73.5454545454545 0.00904215623349192 0.0176893808555621 0.0678307106818887 2.36363636363636 11.2727272727273 0.000524109014675052 0.0199452141037655 0.522380159195636
"Aripiprazole_10microM" 0.0186338022038809 0.0475766868534242 0.0616523731168795 2.09090909090909 5 0.004117742987606 0.120993854878913 0.0381843079809528 13 0.0230336776551565 0.020182917277482 0.00383551307847082 0.00851116702388718 0.00745793871501977 0.033437962039905 0.0375999377586698 115.545454545455 0.0026739024935521 1.63636363636364 0.0306109512968132 0.00396825396825397 0.04220353532875 0.0140470535960134 0.0612516463896534 0.516644948893911 0.00691287878787879 0.00558411051933856 0.668506763807796 0.000992063492063492 0.008235485975212 0.0138588263588264 0.027844031147667 0.00540230997548071 0.00717449200300163 0.000496031746031746 85.4545454545455 0.00765944910885256 0.011014249118249 0.0745617558699151 2.18181818181818 11.1818181818182 0.0238095238095238 0.0051661595589799 0.532447438891619
"Aripiprazole_10microM" 0.0345652673073192 0.0586666129948548 0.0409700051387278 3.18181818181818 6 0.00119047619047619 0.233240135914143 0.0318984322599877 11.1818181818182 0.0171400167968602 0.0116550116550117 0.00584294464093654 0.0154595404595405 0.00517815517815518 0.0320534719917776 0.0264319014319014 94.6363636363636 0.00545138888888889 1.90909090909091 0.0230878242469014 0.00433715220949264 0.0296753279014308 0.0170638681854488 0.0611291722461935 0.530496383049575 0.00677927927927928 0.0288834392557797 0.552230121105567 0.00795203751545663 0.0130952380952381 0.0102946282679739 0.00934482184482184 0.0102988450084335 0.00166666666666667 0.00392811620956399 64.8181818181818 0.00988993276227319 0.0163759532876225 0.0683332792919201 2.81818181818182 10.7272727272727 0.001953125 0.022718545751634 0.548088132063185
"Aripiprazole_10microM" 0.00675522734346264 0.0247362243368193 0.057260925311807 1.81818181818182 7 0.0055256064690027 0.100307691756493 0.0116134120905074 5.63636363636364 0.00482456140350877 0.00314465408805031 0 0.0263067259343327 0.00157232704402516 0.00373116988713629 0.0207072713229615 71 0.00219298245614035 1.36363636363636 0.0221727448272071 0 0.0289641014011723 0.00307017543859649 0.049618679345591 0.570046324358638 0.0015015015015015 0.00146198830409357 0.700874623508619 0.00677110837293904 0.00314465408805031 0.00263157894736842 0.00790655884995508 0.00649122807017544 0 0 52.6363636363636 0 0.00381163485606476 0.0754321633726668 1.90909090909091 7.54545454545455 0.00219298245614035 0.0025623449536493 0.571401991676591
"Aripiprazole_10microM" 0.0132529835505888 0.0266986499389367 0.0139185906449334 1.09090909090909 8 0.00322402358142962 0.134119683265231 0.0268658827351573 4.09090909090909 0.00310223132969035 0.00181159420289855 0 0.0126177024482109 0.00141242937853107 0.0389145110085734 0.0129462458036518 41.7272727272727 0 0.818181818181818 0.0174747122969989 0.00141242937853107 0.025763596760629 0.00804924242424242 0.127516785392614 0.524753336608532 0.00392316017316017 0.0166666666666667 0.651399039320038 0.00367921013412817 0.00416666666666667 0.00471230158730159 0.00423728813559322 0.00462617983109786 0 0.00297619047619048 29.5454545454545 0 0.00392156862745098 0.0920248922298103 2 4.09090909090909 0 0.00641025641025641 0.627098213481763
"Aripiprazole_10microM" 0.00357323902151488 0.0183351741033229 0.022318421870146 0.7 9 0 0.0730171951058975 0.0142649741392936 4 0.014520202020202 0.0218253968253968 0 0.0123015873015873 0.00833333333333333 0.016849909800908 0.0427675371223758 46.3 0.00416666666666667 0.4 0.0115740740740741 0.00833333333333333 0.030185628211944 0.00855263157894737 0.0053763440860215 0.474522102747909 0.0159090909090909 0.0165770609318996 0.736970405296403 0 0.0132275132275132 0.00965608465608466 0 0.00185185185185185 0 0 35.6 0 0.0146706806625137 0.0205896686159844 0.6 4.9 0 0.0163720538720539 0.497303865724918
"Aripiprazole_10microM" 0.0138671785730609 0.0569194333293702 0.0128343189127503 1.5 10 0.0166666666666667 0.0813222378124893 0.0268863223438387 5.5 0.0313852813852814 0.0498263888888889 0 0.00555555555555556 0 0.0260745137215725 0.0119565217391304 58.3 0 1.1 0.0121933621933622 0.00925925925925926 0.0207936124159528 0.00462962962962963 0.142298208534622 0.553255837359098 0.00462962962962963 0 0.780833117274349 0 0.00181159420289855 0.00108225108225108 0 0.0145833333333333 0 0 43 0 0.00126287803256896 0.0932247692221096 1 6.2 0 0 0.61580128155926
