"all_dataset$Group" "CBendsProportion" "EBendsProportion" "IBendsProportion" "Length4BoutCount" "OBendsProportion" "TimeFactor" "Length6PlusBoutCount" "Transition_oss_Proportion" "Transition_ss_Proportion" "Transition_es_Proportion" "Transition_css_Proportion" "GBendsProportion" "Transition_iss_Proportion" "Transition_hss_Proportion" "Transition_gss_Proportion" "Length2BoutCount" "Transition_sss_Proportion" "Transition_gs_Proportion" "TotalBoutCount" "Transition_os_Proportion" "Transition_sgs_Proportion" "Transition_cs_Proportion" "Transition_sg_Proportion" "Transition_js_Proportion" "Transition_hs_Proportion" "Length3BoutCount" "Length5BoutCount" "JBendsProportion" "HBendsProportion" "ScootsProportion" "Transition_jss_Proportion" "Transition_ess_Proportion" "Transition_gg_Proportion" "Length1BoutCount" "Transition_is_Proportion"
"Aripiprazole_10microM" 0.0151577987173894 0.00840300652881218 0.067816975210375 4.33333333333333 0.00307187971254531 11 1.16666666666667 0 0.742286651499577 0.00483111054312161 0.0150145120330331 0.20457577170006 0.0516825931639953 0.00572782084409991 0.08190765785147 19.9166666666667 0.686255125978644 0.117676334928288 194.166666666667 0.0039529325243611 0.00235939907550077 0.0111674208673051 0.0117541951981947 0.00291335136165861 0.0116748413189107 19.6666666666667 3.75 0.0266827729377813 0.0122351935620482 0.662056601630988 0.00469525766135936 0 0.00661146720260021 145.333333333333 0.0547896988408351
"Aripiprazole_10microM" 0.0138986422519439 0.00974602802549751 0.069284290886384 2.83333333333333 0.0297342244532881 12 1.58333333333333 0.012979797979798 0.65775610143669 0.0034894540942928 0.0178125 0.201292072849611 0.0598067557442558 0.00260416666666667 0.0950547716172716 17.1666666666667 0.673201139138639 0.130733556083148 145.833333333333 0.010638598873893 0.0199987859362859 0.0119705733798458 0.0228098953510796 0.00920313864079398 0.00521203506278133 16.5 2.83333333333333 0.0240836391090595 0.00714432672528174 0.644816775698934 0.016978021978022 0.00198412698412698 0.00387146060770349 104.916666666667 0.0483296036008872
"Aripiprazole_10microM" 0.0147254689327878 0.0111928080516134 0.0567994999609874 4 0.0099084143945995 13 2.58333333333333 0.00397005444646098 0.672538188915139 0.00151515151515152 0.0134908195253023 0.189690196779851 0.0403023900490628 0.00263970110461339 0.103281640274986 17.9166666666667 0.664278579943281 0.115332252780368 160.666666666667 0.0025392349308758 0.0106004903154026 0.00806393548851609 0.0297849598321455 0.00559172999957297 0.00213882724304819 18.6666666666667 3.66666666666667 0.0366635350904297 0.00794189487959895 0.673078181910132 0.0103833941931341 0 0.0112352739554402 113.833333333333 0.0471376653685044
"Aripiprazole_1microM" 0.0598725426889564 0.0121059390503496 0.208920857340465 4.75 0.0101554760593582 1 0.666666666666667 0.0127510594235054 0.495214045644643 0.0073298116278596 0.0699180053589006 0.266323590149789 0.140307730806025 0.0243955516356353 0.167084277397069 45.5 0.407210080771359 0.169056678238547 466.583333333333 0.0100367583686857 0.00623735355829396 0.0408132617594533 0.0142962518230772 0.0328109886369357 0.03075863973965 34.5 3.58333333333333 0.0565534244521755 0.0421892464347916 0.343878923824114 0.0790626647928137 0.000936329588014981 0.0140284617205895 377.583333333333 0.142480897530126
"Aripiprazole_1microM" 0.0514929864007997 0.0173818783804014 0.189502113799317 4.33333333333333 0.00781058542055525 2 0.916666666666667 0.0157593307593308 0.544597397900691 0.00547808542892813 0.0492203288861705 0.23220400437502 0.116926405023548 0.0259778822983839 0.15834712695999 36.75 0.443619913115024 0.160228496877683 363.416666666667 0.0095719345383488 0.0104523866910638 0.0284277856724553 0.0130219667067517 0.0411340103503895 0.0273739483419656 31.6666666666667 3.08333333333333 0.0489147805310282 0.0381128776918088 0.414580773401071 0.0894741445999374 0.00633445945945946 0.0181964056830693 286.666666666667 0.112475673140572
"Aripiprazole_1microM" 0.0524240684434442 0.00833800923861473 0.168258921811126 5.91666666666667 0.0140061837718797 3 1.75 0.019458829861138 0.534822725019799 0.00295622312794384 0.0670755417827403 0.307605550357638 0.111263304534255 0.015564145703296 0.202966963508949 46.8333333333333 0.458388709714311 0.201444721318346 423.5 0.015449623190628 0.00539732909208383 0.0376914239879628 0.0159095444483899 0.0210104213291272 0.0152127794845433 37 4.5 0.0447013226355206 0.0263502047628179 0.378315738978959 0.0423927655272793 0.00350415070242656 0.0145168909660339 327.5 0.110444565273957
"Aripiprazole_1microM" 0.086290433249447 0.0164142812699785 0.243933143994425 1.33333333333333 0.0177599953882394 4 0.5 0.024840840521034 0.494679374570838 0.00668940415672442 0.103378244523868 0.210500016992189 0.201931979399515 0.0279929404127785 0.103993320871372 23.4166666666667 0.395897426230792 0.151726387541288 222.75 0.0173743896470031 0 0.0493400043740081 0.00298353909465021 0.0427930924371992 0.0291376024811446 19.4166666666667 1.75 0.0845210040657657 0.0409769336082378 0.299604191431717 0.0855781298091584 0.005501443001443 0.00362490149724192 176.333333333333 0.164965411101044
"Aripiprazole_1microM" 0.0563241755071997 0.014083249988179 0.16702418841474 1.75 0.0198416469372027 5 0.5 0.0404692220549917 0.614306708354685 0.0158933165742786 0.0432973263433034 0.171280011421363 0.0969819419854271 0.00666144200626959 0.148008263807272 7.58333333333333 0.49455068660581 0.110762330475137 107.25 0.0242478945648333 0 0.0432629685767744 0 0.0415413272862221 0.010784578048526 11.4166666666667 0.833333333333333 0.0533847297803389 0.0230426693247217 0.495019328626255 0.0732645383651295 0.0135416666666667 0 85.1666666666667 0.0917905352272613
"Aripiprazole_1microM" 0.0537678081590551 0.0108299126806113 0.196486410376287 1.5 0.0124605249014096 6 0.25 0.0299456107268514 0.581313004150912 0.0039546102046102 0.0732794194676369 0.190715328889821 0.0886970716016692 0.0194039193028071 0.128054796133812 17.1666666666667 0.479625884374442 0.123419888369127 184.25 0.016428672906895 0 0.0414513715021622 0.00579844006568144 0.0545857903206214 0.0219644209472908 18.4166666666667 2.33333333333333 0.0469381586103387 0.0387194179433304 0.450082438439148 0.119676578028746 0.00252525252525253 0.00124378109452736 144.583333333333 0.108854808530258
"Aripiprazole_1microM" 0.0507550717319639 0.00900478554447302 0.204057874090572 3 0.0191353802329412 7 0.333333333333333 0.0387787945972294 0.519561274382613 0.0043406071346938 0.0720308955682429 0.282767932255433 0.142233126210459 0.0169419104268968 0.168983159427614 38.5 0.492754880702319 0.175086865077177 358.833333333333 0.020488376956378 0.0029796511627907 0.0389708719449452 0.00878802654536859 0.0181655012399556 0.0240525157003361 23.6666666666667 1.16666666666667 0.0524262873841613 0.0272697201896505 0.354582948570805 0.0372368458244656 0 0.00491439852883114 292.166666666667 0.153245288286003
"Aripiprazole_1microM" 0.0704398142799922 0.0188343641746908 0.245863985976518 1.91666666666667 0.0287567259269879 8 0.333333333333333 0.0261837268577465 0.502332676465643 0.00814967975516198 0.0697318844248669 0.202117329070193 0.13218916398741 0.0361344243084439 0.124492264343271 22.75 0.460817255308999 0.141803859157936 220.416666666667 0.0255117293844585 0.00617283950617284 0.0430598166000367 0.0106991245590933 0.0409396784862754 0.0339901097861178 14.8333333333333 0.916666666666667 0.0656522066100341 0.0514193374550183 0.316916236506566 0.0914385342565167 0.00992063492063492 0.000757575757575758 179.666666666667 0.154389467024791
"Aripiprazole_1microM" 0.0478125362582812 0.00992310015142364 0.136683171425502 0.666666666666667 0.00950359701759928 9 0.166666666666667 0.00297619047619048 0.652561857004014 0.00789471368739661 0.0364946106156383 0.177776372114209 0.114608990147783 0.0387332375478927 0.0987131682174786 9.41666666666667 0.624343431497759 0.0991128178189126 103.583333333333 0.0147973638827297 0 0.0337162982717664 0.00126262626262626 0.0437310143742087 0.01631882119687 10.25 1.08333333333333 0.0497641820974414 0.0252105086510428 0.543326532284501 0.0673679193899782 0 0 82 0.0988704645485021
"Aripiprazole_1microM" 0.0345709585011598 0.0104863152029323 0.162557013066298 1.58333333333333 0.0153957155295559 10 0.333333333333333 0.0269296979823296 0.641836512370352 0.0125161614353344 0.0428897369686843 0.188817759689336 0.082912141464773 0.0140873015873016 0.089815647209812 12.5833333333333 0.580411805755055 0.0987481055375685 152.083333333333 0.0166145150686793 0.00479497354497354 0.0273268482946923 0.00705533427937293 0.0523568696593142 0.00664382592387602 16 1.75 0.0461973003462707 0.0293791812294117 0.512595756435036 0.109796608066059 0.0219463004789092 0.00124378109452736 119.833333333333 0.115976582490484
"Aripiprazole_1microM" 0.0567571506675995 0.0087978868361601 0.200620178518031 3.08333333333333 0.0195003577159093 11 0.5 0.0214175064951159 0.497588444042321 0.0050810633876414 0.0563426560812975 0.279353207457711 0.146735409928005 0.0162962971309977 0.260505507843859 32.5833333333333 0.428530351362879 0.209972460137621 327.666666666667 0.0243451331996991 0.00766381265149738 0.0416210609924854 0.0114788169922924 0.0186823219754205 0.0200242708843293 22.5 1.33333333333333 0.0609726369239598 0.0308954006599304 0.343103181220699 0.0343398133111599 0.00616169902470149 0.00250353659444569 267.666666666667 0.142371880289417
"Aripiprazole_1microM" 0.0708768743126508 0.010940729252281 0.219342605086681 2.08333333333333 0.0133602251888098 12 0.25 0.0188041125541126 0.55614947792321 0.00835461983985324 0.0654457132905409 0.228563383054497 0.149014467333433 0.0150759441707718 0.118713800567249 17.0833333333333 0.540878675921779 0.142782884046033 197.083333333333 0.0141970684466651 0.00198412698412698 0.0377623978958128 0.015879705063197 0.0245487851542659 0.0240101629317925 13.9166666666667 1.25 0.0661574213437654 0.032652112596259 0.358106649165055 0.0532054535502811 0.0130321067821068 0.00157232704402516 162.5 0.146770825537406
"Aripiprazole_1microM" 0.0405748036993839 0.0088727006507612 0.154720323909291 0.833333333333333 0.0178983118571534 13 0.166666666666667 0.0938390313390313 0.643886776145685 0.00921934865900383 0.0270964944877988 0.201287115564033 0.0599219620958751 0.00641025641025641 0.107192183822619 8.25 0.583590362938189 0.0989429536895075 102.416666666667 0.0571490368487031 0 0.017401490530538 0 0.0246004726447037 0.00826023032901807 10.6666666666667 0.916666666666667 0.0385024712511114 0.0209668518552082 0.517177421213058 0.0477827325653413 0 0.00347222222222222 81.5833333333333 0.0595960717038297
"Aripiprazole_3microM" 0.0488071863941625 0.00673856255138229 0.221847111528692 4.08333333333333 0.0086608678539432 1 0.916666666666667 0.0141218570394772 0.538569318528501 0.00353955376332928 0.0541904727061035 0.251719064148898 0.160502264133511 0.0177672751696521 0.160324566389378 37 0.476098800613361 0.172365508250972 380.25 0.0109922657594431 0.00817914164688358 0.0380512121881696 0.00767236250093801 0.0274827510766719 0.0220873227297234 30.5 1.91666666666667 0.0444533338075119 0.0438337291856832 0.373940144529727 0.0572027227732365 0.00306288693385468 0.01088012276034 305.833333333333 0.146370973925688
"Aripiprazole_3microM" 0.0484889252174783 0.00603510779398506 0.190140290715368 3.83333333333333 0.00560585887178017 2 2.25 0.00901752441152885 0.5457693240196 0.00450386368636767 0.0519321223331612 0.2847890331334 0.150838416056172 0.0163252154261555 0.189430969340428 37.3333333333333 0.428105857398198 0.176065497516422 417.333333333333 0.0098421708517527 0.011086329412813 0.0243029355725268 0.0117104364087755 0.0400031305718585 0.0165309057902245 40.6666666666667 2.41666666666667 0.043053596119949 0.038026964675592 0.383860223472448 0.0800612539410253 0.00322061191626409 0.00945066334444726 330.833333333333 0.139085305866601
"Aripiprazole_3microM" 0.0472326200933648 0.0069332298770314 0.157651279532146 3.66666666666667 0.0131840807197554 3 1.5 0.0139892010312063 0.535090156774027 0.00685583497262308 0.0582979777387579 0.322941510408739 0.0812104994439975 0.0148186225134012 0.194817184644546 41.1666666666667 0.487316726387511 0.194426768482701 447.833333333333 0.0116043179583728 0.00948351776187216 0.0312502864909146 0.0191408665614969 0.0129826322161269 0.0124091083416635 35.9166666666667 3.5 0.0374583830294859 0.0264066595542678 0.388192236785209 0.0194650363816212 0.00119047619047619 0.0146532982760942 362.083333333333 0.0993676750008897
"Aripiprazole_3microM" 0.0741167206397733 0.0126381844632711 0.178256454661482 2.75 0.0145402297134396 4 0.5 0.0196641875140861 0.53420751502782 0.00672719673633759 0.068353291737007 0.291596554114378 0.143791910428594 0.0295671937929401 0.183477080403079 33.25 0.45142646686105 0.200056777081002 317.5 0.0150296561806702 0.00567138045849439 0.0470621564010949 0.00798294962464263 0.0210478401765867 0.0195955643782398 26.4166666666667 1.41666666666667 0.0426478204932009 0.0322481810263486 0.353955854888106 0.052072571494629 0.0137899633605372 0.00240755521052009 253.166666666667 0.126296965427973
"Aripiprazole_3microM" 0.0636449911982575 0.0149334498457566 0.224627040961153 2 0.0111702405408783 5 0.5 0.0193164826317 0.546180845817671 0.00374707259953162 0.072419903849528 0.207619976087844 0.127824493221509 0.0363612836438923 0.123036160239089 17.0833333333333 0.475589901276158 0.132252419459763 195.583333333333 0.0121296282982186 0.00231481481481481 0.0395667725735547 0.00568048869516865 0.0512691734621224 0.0330542292249785 18.25 1.5 0.0610314353588807 0.0418974075770391 0.375075458430192 0.0978219442202493 0.00520833333333333 0.00958746574875962 156.25 0.133766065295193
"Aripiprazole_3microM" 0.0543380788014083 0.0117350328096668 0.205238323963992 2.25 0.0130398630807057 6 0.666666666666667 0.0124356308179838 0.548621753699013 0.011988852958408 0.0741641439151444 0.226665243065612 0.131324663204713 0.0391103670515435 0.111228393894708 26.1666666666667 0.478793955947924 0.145772349379658 278.416666666667 0.00998120057729538 0 0.0336703645601015 0.00719090264176071 0.0389637212260588 0.0320217448011059 22.8333333333333 1.83333333333333 0.0483305305662177 0.0357479519002951 0.404904975812102 0.0835970046269827 0.0161558969485799 0.00446428571428571 224.666666666667 0.119552112200838
"Aripiprazole_3microM" 0.0473927814498405 0.00858645188889933 0.158230795841276 4.33333333333333 0.0177767592488804 7 0.5 0.00811181962157206 0.518553965286156 0.00430928306269799 0.051956171431275 0.344111453078036 0.119092167403765 0.0287706348232664 0.209526170644767 39.4166666666667 0.484405763248051 0.235195979142083 419.833333333333 0.0137778557470585 0.0126434260080172 0.0358791678365383 0.013870241094527 0.015372725336924 0.0230380038374966 29.5 2.58333333333333 0.0476400966964997 0.0293397411745465 0.346921920622022 0.0348010356653681 0.00666144200626959 0.00977875476519458 343.5 0.107404601882931
"Aripiprazole_3microM" 0.0765510788556398 0.0118102379790738 0.212122686191285 1.83333333333333 0.0112544077006842 8 0.166666666666667 0.00663780663780664 0.526847291043359 0.00462936448927828 0.0930941966690752 0.276174098175105 0.147050666620829 0.004064039408867 0.220360181140047 25.0833333333333 0.442002776844896 0.201000102591515 267.25 0.00896834821431959 0.0123153806977336 0.0531402617562758 0.0191067720249836 0.016668629137025 0.0132761157243235 23.75 1.25 0.0525315814907988 0.0348676093984811 0.324688300208933 0.0367283065303656 0.0102546199320393 0.000965537730243613 215.166666666667 0.123998867356853
"Aripiprazole_3microM" 0.0449059848696008 0.00701131516761059 0.181865168827432 1.91666666666667 0.0146782613089326 9 0.166666666666667 0.0238158835631905 0.62354597560732 0.00662134270931255 0.0846848963625279 0.213424296813125 0.0853257033586679 0.0157389611669623 0.146080628861033 13.75 0.508862513192498 0.135560044401252 174.166666666667 0.014360756907167 0 0.0379456567304965 0.00580429899886328 0.0501084530886751 0.0131381253160283 18.8333333333333 2.08333333333333 0.0452744156904632 0.0354489478800668 0.457391609442769 0.0951040253597665 0.0120702599150875 0.00589240302763498 137.416666666667 0.083460234748517
"Aripiprazole_3microM" 0.0543060684466908 0.0113158251912815 0.172882177398219 2.33333333333333 0.0137872100142952 10 0.666666666666667 0.0203289545719123 0.581842528973316 0.00617409288984668 0.0785493205387571 0.224479613414233 0.0897623322962655 0.0155541235299602 0.138553954541057 19.0833333333333 0.487173442092907 0.152762108069024 234 0.015640747275786 0.0125305047492992 0.0403743794222454 0.00917963137157198 0.0546972157580747 0.0156100512600059 26.0833333333333 2.33333333333333 0.0508580708870583 0.0310997088772883 0.441271325770935 0.125882485132255 0.00231481481481481 0.00114942528735632 183.5 0.0872294833885027
"Aripiprazole_3microM" 0.0437013682786686 0.00782173557704272 0.154059748102051 4 0.0142899687568795 11 0.25 0.0198362432553427 0.52081504566288 0.00432182864783565 0.0682237535898951 0.331532623510292 0.11205253771844 0.0269179894179894 0.21263556803233 41.1666666666667 0.471113190986731 0.211310724440147 400.75 0.0193272005425761 0.0107353739123327 0.0367909507450333 0.0141055676073005 0.0150129478020444 0.019430718488315 30.3333333333333 1.75 0.0403614967488539 0.0265457443998349 0.381687314626377 0.0252932483351736 0.00530821917808219 0.00594854307552315 323.25 0.115768602170514
"Aripiprazole_3microM" 0.0529182029515186 0.0110717237914879 0.176716730748107 1.75 0.0176752641120266 12 0.333333333333333 0.0197115146563676 0.553699623335837 0.00392097629502489 0.0477745291927462 0.24292128296606 0.100732811904287 0.00724085365853658 0.162250182534103 22.8333333333333 0.513359315529746 0.173155140551168 232.75 0.00886052446329184 0.0304019074106015 0.031578433952198 0.0202321602902552 0.0268075325646601 0.00813726708104854 20.1666666666667 1.16666666666667 0.0528463818866686 0.0301909989060715 0.41565941463806 0.0664635817621192 0.00462962962962963 0.00154320987654321 186.5 0.126774018860264
"Aripiprazole_3microM" 0.0588848676529247 0.00908407050993582 0.160350013046398 1.66666666666667 0.0231333506841782 13 0.5 0.0381446039340776 0.596425285883362 0.00903746034207199 0.0609224839487997 0.198311149141714 0.107899163767192 0.0445665445665446 0.124417228272295 12.5 0.486381307768778 0.131622886001348 170.166666666667 0.0223538902479884 0.00219298245614035 0.0440833060239513 0.00312944523470839 0.0266987126195489 0.0329232598639772 16.8333333333333 1.66666666666667 0.0538814655256649 0.0342542871101406 0.462100796329044 0.0527671028456574 0.013215811965812 0.00307858792578657 137 0.0953205273483905
"Cariprazine_10microM" 0.115164615525607 0.014123536871989 0.198143400566332 1.41666666666667 0.0219423604673336 1 0 0.0137992831541219 0.537331267165995 0.00539883738420779 0.165627677887072 0.209012094325216 0.145924643634055 0.0593720604088404 0.105964739491726 15.9166666666667 0.425034778728496 0.105645384132949 235.75 0.0101350934196972 0.00138888888888889 0.0894281766801122 0.00438243191407748 0.0437241083522159 0.038951706840684 17.6666666666667 0.583333333333333 0.0536387253913187 0.0678812884829198 0.320093978369284 0.0730699201439638 0 0.00369198312236287 200.166666666667 0.137192324717892
"Cariprazine_10microM" 0.0973248652429379 0.0125062802777683 0.202656742552153 1.5 0.015345922163137 2 0 0.0235243055555556 0.501311818278311 0.0570005175983437 0.104554806310448 0.214313978440346 0.172918783414938 0.0302297255233773 0.143648354451375 22.6666666666667 0.406582745794761 0.134771043622689 277.333333333333 0.0121946272556511 0 0.0488341692377467 0.00181159420289855 0.00970484206047104 0.0490190227173355 21 1 0.0362377326489335 0.0567424694026602 0.364872009272064 0.0220391335814723 0 0.00135869565217391 231.166666666667 0.169963998591022
"Cariprazine_10microM" 0.0617523199426573 0.0132841496616246 0.178550909267117 2.58333333333333 0.0267786342326678 3 0.833333333333333 0.0143521594684385 0.518269750641864 0.00548738728630803 0.0466753044136874 0.309489502984522 0.119320783857057 0.0134621574470513 0.266158969829546 32.6666666666667 0.438550593927828 0.233378464911244 346 0.0161494163445797 0.00515641505810045 0.0300703690643335 0.017170696760026 0.0150121529704274 0.0103913773698398 27.9166666666667 1.91666666666667 0.03262085358531 0.0275170723516918 0.35000655797441 0.0358596875127396 0 0.0107705867896755 280.083333333333 0.115232485141776
"Cariprazine_10microM" 0.0991506388746352 0.0246269766550052 0.191362504926204 1.08333333333333 0.029162533678994 4 0.25 0.0241566041199357 0.539410679335764 0.0189449917898194 0.0660077648013085 0.147838694122308 0.166530111527492 0.0383854630711624 0.10530255544661 14 0.387073908790121 0.0797798071870071 157.583333333333 0.0185148949237987 0.00374414323962517 0.0412440060048541 0.0152393745525458 0.0169227842891227 0.02705801638783 13.6666666666667 1.25 0.0538084406270526 0.0447092571702877 0.409340953945514 0.0389645538676445 0.0509259259259259 0.0043859649122807 127.333333333333 0.142920102169612
"Cariprazine_10microM" 0.0827267431153251 0.0184308488104039 0.220225724939538 1.08333333333333 0.0442355567553834 5 0.0833333333333333 0.0080945442771572 0.416370002196843 0.00102249488752556 0.0672609930137856 0.137856367770436 0.184696986072047 0.0204163197576262 0.0615783375466474 7.58333333333333 0.333912793738559 0.0944528374187884 89.0833333333333 0.0251331074559154 0.00352112676056338 0.0354944156772366 0.00412856426283906 0.0194293212398854 0.021356408128701 6.08333333333333 1.16666666666667 0.0616884999661946 0.045517929577126 0.389318329065593 0.0317460317460317 0.00234741784037559 0.0036559015318131 73.0833333333333 0.11803087266567
"Cariprazine_10microM" 0.0553453090883356 0.0197955349151288 0.195017132336731 1.33333333333333 0.0447293080843388 6 0.25 0.0255550643481678 0.555029779915852 0.00462962962962963 0.133260353950009 0.157821587358869 0.155010514493273 0.0214240102171137 0.189997832239212 14.4166666666667 0.310019454847041 0.142695040511333 156.5 0.0192689992440852 0.00512083701738874 0.0623918425786722 0.00475732529290027 0.0113475595253937 0.0159675086862229 12.8333333333333 1.5 0.059768346190519 0.0460455176224921 0.421477264403586 0.0298617583100342 0.00833333333333333 0.0101681000904749 126.166666666667 0.143283536205005
