"all_dataset$Group" "CBendsProportion" "HBendsProportion" "IBendsProportion" "Length4BoutCount" "Transition_ess_Proportion" "TimeFactor" "Transition_iss_Proportion" "Length6PlusBoutCount" "Length5BoutCount" "ScootsProportion" "Transition_jg_Proportion" "Transition_gss_Proportion" "Transition_cs_Proportion" "Transition_js_Proportion" "Transition_sss_Proportion" "JBendsProportion" "TotalBoutCount" "Transition_oss_Proportion" "Transition_sg_Proportion" "Transition_css_Proportion" "Transition_hss_Proportion" "Transition_is_Proportion" "EBendsProportion" "Transition_gs_Proportion" "Transition_si_Proportion" "Length3BoutCount" "Transition_jss_Proportion" "Transition_gg_Proportion" "Transition_es_Proportion" "OBendsProportion" "GBendsProportion" "Transition_hs_Proportion" "Length2BoutCount" "Length1BoutCount" "Transition_sgs_Proportion" "Transition_ss_Proportion" "Transition_os_Proportion"
"Aripiprazole_10microM" 0.0591069532630587 0.0402803953457919 0.158556949218413 2.08333333333333 0.0158146591970121 11 0.0530904825515333 0.583333333333333 1 0.44929575554116 0.00333333333333333 0.124550300558666 0.0515193642856633 0.0355415072533078 0.467356614545979 0.077446536313845 144.833333333333 0.0187947452440206 0.00969024220752687 0.0718462592729963 0.108685330192683 0.119237312441756 0.0177489127323223 0.147892194971434 0.0136136594737286 11.5 0.0825006159871356 0.00190631808278867 0.0146066303149098 0.0137232656622482 0.183841231923162 0.0411617486057713 17.6666666666667 112 0.00767471340388007 0.498117030760272 0.0124075608216793
"Aripiprazole_10microM" 0.0537178868161625 0.0344925754603348 0.143419956565276 1.91666666666667 0.00954301075268817 12 0.0730002200519278 0.333333333333333 1.16666666666667 0.506121330560369 0 0.110115341121034 0.0349098668467107 0.0350715404809686 0.595256557694888 0.081976613558682 146.333333333333 0.0263102304610843 0.011039499844977 0.072022392403085 0.0186115967365967 0.108579021002755 0.0102005532898238 0.116535153699077 0.00790447815095702 11.0833333333333 0.0652469612929765 0.00386188096319855 0.00520224171539961 0.0160070367373473 0.154064047012005 0.0227609474535214 13.9166666666667 117.916666666667 0.00653846153846154 0.61700270095802 0.0232466556238645
"Aripiprazole_10microM" 0.0522570675501733 0.0246385273916102 0.155046413962549 2.66666666666667 0.0103767560664112 13 0.0939475999269632 1.16666666666667 1.33333333333333 0.470067811927013 0.00146198830409357 0.134243449587065 0.0325890261334512 0.0217887063203577 0.526181811189859 0.0777397632396397 156.833333333333 0.0258410984301715 0.0130105279411979 0.0662260608634848 0.00866164768294586 0.116405791789495 0.0110905262134082 0.125767504914273 0.0150687137829783 12.1666666666667 0.0464820662820927 0.00890312451968469 0.0152551052318854 0.0215761244769599 0.187583765238647 0.020559630245257 19.6666666666667 119.833333333333 0 0.556669651545922 0.0220269362434459
"Aripiprazole_1microM" 0.0522113140637457 0.0313523464378237 0.177577418770941 3.25 0.00603737410725184 1 0.111035276964076 0.583333333333333 2.25 0.386667328961041 0.00031328320802005 0.203775035032863 0.0289909030241514 0.0317123996450637 0.463171546283445 0.0410458458285849 440.666666666667 0.0205583587060239 0.00962843400675435 0.0628287680954064 0.0233179681291826 0.121858763714574 0.00399260641813415 0.196172563963681 0.00682209761913606 33.25 0.0604534715621421 0.00736332989036301 0.0030629557910878 0.00835629878990924 0.298796840729821 0.0226277883872467 40.6666666666667 360.666666666667 0.00446710942441493 0.545412160364876 0.00883654925751248
"Aripiprazole_1microM" 0.0434232939093913 0.0359176302675095 0.177479328783276 4.75 0.00087719298245614 2 0.115142557838649 1.08333333333333 2.33333333333333 0.392229911486932 0 0.142552235143734 0.0260219572931581 0.0273234201422022 0.497956916584759 0.0359800403689996 405.25 0.00951503539728501 0.0155958948962177 0.0422262955644726 0.024565208177721 0.12380220285352 0.00521363267445236 0.190794207556522 0.0081379476298629 35.5833333333333 0.0614813929222143 0.0196640886639262 0.00126525495305116 0.0049030146241794 0.30485314788526 0.014103921011734 45.75 315.75 0.0103570470011451 0.539932567558659 0.00729443126030007
"Aripiprazole_1microM" 0.0404953085796599 0.0321275432953457 0.179731976781617 5.33333333333333 0.00476087231417403 3 0.0777344403443991 1.5 3.58333333333333 0.383388332491761 0.00130208333333333 0.167881791803215 0.0160936944961923 0.037864187115177 0.50764331108628 0.0518647061965282 392.75 0.00294438403079846 0.0149058857951097 0.0282477761128927 0.0161214331317126 0.101553577659783 0.00619249626465516 0.206264857185211 0.0103694652145201 39.1666666666667 0.0837727054912627 0.0128703895332086 0.00188839720658019 0.00262932151706264 0.303570314873371 0.0189750768749543 38.75 304.416666666667 0.00964183062274524 0.544477350131594 0.00160627818858844
"Aripiprazole_1microM" 0.038935333798293 0.0311573700792106 0.213166722215486 7.16666666666667 0.00850505822374263 4 0.0957861713856109 2.66666666666667 3.25 0.395137300048755 0.00111111111111111 0.167526335713051 0.0221168388636587 0.0320134384460995 0.43792541586626 0.0403238696727634 326.75 0.00772911004765843 0.0201871465593689 0.0534893871956586 0.0292635346967562 0.0987307626377015 0.00940138132474557 0.192589838064987 0.0113360432251206 33.75 0.0671598567723278 0.0199914453287651 0.00822447419030449 0.00224973823881834 0.269628284621928 0.0235405062755327 37.1666666666667 242.75 0.00964595254486328 0.536886824627829 0.00297472925260643
"Aripiprazole_1microM" 0.0262066481184048 0.0303261347160986 0.229014278061649 5.66666666666667 0.00120772946859903 5 0.123586813432351 2 2.91666666666667 0.392603654575956 0.00293607026143791 0.151655561416717 0.0192037577966329 0.0521883770710197 0.415535386831153 0.0432871965188844 298.333333333333 0.0082972582972583 0.0149884028036759 0.0423538568919004 0.0114119840664463 0.134066160954367 0.0157628656706504 0.169403535593859 0.0150960847091147 27.5 0.112303726763109 0.00889065169994278 0.00139752520401573 0.00316983778072886 0.259629384557628 0.0101693911309844 30.8333333333333 229.416666666667 0.0104647667147667 0.532252767751335 0.00454242103281013
"Aripiprazole_1microM" 0.0324015803042161 0.0290570673167391 0.182266963294993 5.08333333333333 0.00198412698412698 6 0.101518015649137 1.25 2.75 0.404715476292843 0 0.157847733939405 0.0154082827260218 0.0396269051574137 0.534680319989156 0.0415785490708709 295.5 0 0.0126583604179835 0.0393079502255442 0.0084575359379134 0.146779702809468 0.00995968644229197 0.211681318776877 0.00950050006992551 25.6666666666667 0.0778494573227238 0.00723220577871741 0.00496378621378621 0.00418183293556179 0.295838844342484 0.00499168524134324 33.9166666666667 226.833333333333 0.00780853379877914 0.52285265824112 0
"Aripiprazole_1microM" 0.0349922071128462 0.0281821574987254 0.166468867414663 3.75 0.00320512820512821 7 0.0751299626299626 1.25 3.08333333333333 0.472757581474967 0.0028735632183908 0.123687809104476 0.0223749140410757 0.0317216245903248 0.628183014334975 0.0572999360378851 261.333333333333 0.00467171717171717 0.00752398616369205 0.042667209333876 0.0176499426499427 0.10941684024125 0.00734636862434689 0.145617068042994 0.0106192242589301 26.4166666666667 0.052038230469603 0.00270604395604396 0.0048566901508078 0.00182794441209908 0.231124937424467 0.0180242368661486 27 199.833333333333 0.00749481999481999 0.63298833594287 0.0019047619047619
"Aripiprazole_1microM" 0.0278819693742829 0.0343391189166745 0.1983926469604 1.5 0 8 0.110906211235159 0.5 1.91666666666667 0.465470916410913 0 0.163775178687459 0.0168983315702743 0.0618872410670662 0.473734947638456 0.0550478371243962 219.916666666667 0 0.00930991755951017 0.034049823633157 0.0217589428115744 0.115144745778217 0.0108220886695269 0.158049888988901 0.00642562425371313 21.75 0.140904423305739 0.0049165120593692 0.00245360891748724 0.00281238668153414 0.205233035862272 0.0281046057624131 20.8333333333333 173.416666666667 0.00169953503286837 0.575756257989751 0.000645994832041344
"Aripiprazole_1microM" 0.0362139484449484 0.0340913931451399 0.192436733726884 1.66666666666667 0 9 0.131923639440245 0.0833333333333333 1 0.473605044334702 0 0.0775128332505382 0.0226015105099091 0.0460082226873955 0.575451528495268 0.0522315447059177 212 0 0.00489786464688761 0.0576925578974759 0.0256716757741348 0.106506662301934 0.00628152599415051 0.154843471397844 0.00963757332643202 20.75 0.10450359302465 0.000329380764163373 0.00277777777777778 0.00349895680436253 0.201640852843895 0.0292069128625038 18.25 170.25 0.0028735632183908 0.599919774707021 0.0132068452380952
"Aripiprazole_1microM" 0.0268069055971639 0.0244823131016501 0.175121681137726 3.08333333333333 0 10 0.094285890169297 0.333333333333333 2.16666666666667 0.471496891907456 0.000423011844331641 0.18862126295751 0.00957659795630209 0.0333813837435184 0.520515004568071 0.0453723751444709 255.25 0.00596590909090909 0.00882405276524206 0.022464041203442 0.0283333333333333 0.11332435300155 0.00667054008646982 0.182609640028986 0.00402223918799243 23.6666666666667 0.0836453167351696 0.00161498708010336 0.00566302289858179 0.00714212260864553 0.242907170416418 0.0190202723985136 25.5 200.5 0.00639204545454545 0.597146489112405 0.00355803536550431
"Aripiprazole_1microM" 0.0251401848737988 0.0132667226826221 0.157246765858667 5 0 11 0.0583463099694549 1.58333333333333 2.75 0.475918818845237 0.00694444444444444 0.140602220720028 0.00579213149929507 0.0474289732873224 0.579629682895316 0.0437165491057539 303.5 0.00532458371292641 0.0259706528563271 0.00780780780780781 0.0235455668316143 0.081631967385506 0.00465790689937093 0.188254207801957 0.0105452609135989 31.8333333333333 0.101670900209207 0.0072407685111283 0.0001906941266209 0.00210710256393788 0.277945949170613 0.0152059995944321 32.5833333333333 229.75 0.0175415821483237 0.590203363801738 0.00388624955969723
"Aripiprazole_1microM" 0.0431669453746503 0.031083245352851 0.160120292128035 1.16666666666667 0 12 0.106098213903172 0.416666666666667 1.41666666666667 0.508578591777137 0 0.104173539348742 0.011895794715969 0.053554194822919 0.607735258715482 0.044595619519444 187 0.00378787878787879 0.014711399536833 0.0190477917786261 0.0130046777620902 0.115790617321818 0.00561481190704867 0.126447018523458 0.00987065249995341 19.8333333333333 0.122538532588366 0.000920810313075506 0.000656167979002625 0.00346407232428231 0.203376421616551 0.0145029416908018 15.0833333333333 149.083333333333 0.00729819032802798 0.64200370644347 0.00225873208156673
"Aripiprazole_1microM" 0.0387641240701629 0.0281261522417056 0.156979989442542 1.25 0.00757575757575758 13 0.0952419108669108 0.166666666666667 1 0.504692576894259 0.00539881574364333 0.14318687830201 0.0162809786386282 0.0565107297990644 0.545108938941176 0.0489053264166491 173 0.0150335775335775 0.00502584695898262 0.0325765243528401 0.0274839743589744 0.0889672318404012 0.00777470662085044 0.169089077399491 0.0014367816091954 15.1666666666667 0.119684250934251 0.00502958755482749 0.00326271565209618 0.00746869914200726 0.207288425171824 0.0260078081548486 15.25 140.166666666667 0 0.591006610487323 0.0129927910246425
"Aripiprazole_3microM" 0.0620356123724408 0.0368654652357741 0.18967178717114 2.83333333333333 0.00163002980625931 1 0.146888259722095 0.75 2.16666666666667 0.411045092759892 0 0.135957485874341 0.0409236001315978 0.0491184965110706 0.480155058869983 0.0369827478979361 358.916666666667 0.00761559298521872 0.00656469844541036 0.0764300002668732 0.0276153964921146 0.134191534064254 0.0101826829850976 0.131879669967471 0.00888254649546244 32.5833333333333 0.101736407398552 0.00394362434454136 0.00170887696016303 0.00967051223619421 0.243546099341525 0.0296683177514844 32.5833333333333 288 0.00136612021857923 0.571318116950022 0.0111060465638314
"Aripiprazole_3microM" 0.0485036633134586 0.0455293598841977 0.193622566510895 2.41666666666667 0.0192307692307692 2 0.13356788579282 0.75 2.5 0.395055865129103 0.0076870348609479 0.174760533947022 0.0250825447336036 0.063565479140422 0.442365796338141 0.0632440938287147 245.666666666667 0.0045311990876507 0.00338573218757956 0.0439873162363069 0.0210541027073285 0.132382528173217 0.0182195611917939 0.140183701663848 0.00491959363523411 24.9166666666667 0.133617391096687 0.00435457050235944 0.00712548832017859 0.00685975506954914 0.228965135072288 0.0201237768100722 19.8333333333333 195.25 0.00442136116525088 0.578948270361464 0.00366334043360404
"Aripiprazole_3microM" 0.0637943642231809 0.0413435342942802 0.179532632381653 2.83333333333333 0.00138888888888889 3 0.117878797562337 0.333333333333333 2.83333333333333 0.417325046370067 0.00225225225225225 0.206827707609593 0.0130841966504724 0.0449141393440701 0.51494062713211 0.0614748682920924 246.75 0.00643750451818116 0.00435730284262379 0.0186715508039516 0.0226763020913116 0.105286777281014 0.0139419476004036 0.162991684808553 0.0142741938352484 28.6666666666667 0.0672632907183737 0.000328083989501312 0.00362315647062031 0.00567066428761912 0.216916942550704 0.0331258852484469 22.3333333333333 189.75 0.00566139684552176 0.590742194753526 0.00459749744313131
"Aripiprazole_3microM" 0.0421412837567109 0.0427037818020777 0.166198471459548 3.16666666666667 0.010124269005848 4 0.0761644999081497 0.333333333333333 2.16666666666667 0.456175122104254 0.00595998297147722 0.181471770133926 0.019690321306547 0.0325626955987835 0.576438562783884 0.0441649399192701 232.833333333333 0.00534526449160596 0.0135726572769939 0.0341359449992313 0.0247907866153093 0.081211270864747 0.0111063602477831 0.171160202831727 0.00464759984883824 27.3333333333333 0.054752886002886 0.00136138371432489 0.00560280299410734 0.00729312687448602 0.23021691383587 0.0211699876428501 22.6666666666667 177.166666666667 0.0101917920774952 0.626083899696349 0.0070593707355048
"Aripiprazole_3microM" 0.0666489416773759 0.0424233559311496 0.198576682290774 2 0.0124777183600713 5 0.177543732040307 0.416666666666667 1.5 0.370023138577766 0.0138252801120448 0.144096623979098 0.038572909882625 0.048707416463815 0.421809234357129 0.064386559503996 204.833333333333 0.0297545953900937 0.0126044584500467 0.0614089929562395 0.0212856784665295 0.120490460807124 0.0205747824304716 0.14843588550222 0.00603344993207321 21.5833333333333 0.098856307696854 0.0017502180931589 0.0151935826501551 0.00776519398467284 0.229601345603794 0.027087132436849 22.25 157.083333333333 0.0094897636890918 0.544442263061578 0.0121363013290423
"Aripiprazole_3microM" 0.0535699782241016 0.0393962658513983 0.209545207140409 2.41666666666667 0.00694444444444444 6 0.153755564963895 0.25 1.5 0.414563250218774 0.0037037037037037 0.142416668679933 0.0303933076487291 0.0619765222224541 0.457688614122172 0.0661049598604086 171.916666666667 0.00868316420910633 0.00489260300100153 0.0546609960799241 0.0153925045195383 0.143443942121478 0.0236064846938601 0.129595034978077 0.00662117110024358 20.1666666666667 0.138736736254986 0.00171186669365176 0.0153424111476409 0.0107697035295523 0.182444150481496 0.0184762369471805 18.75 128.833333333333 0.00462962962962963 0.563011064465469 0.00715691949393513
"Aripiprazole_3microM" 0.0442019466265337 0.0329119367592556 0.224747941246568 2.5 0.00180027533622789 7 0.125895498028669 0.916666666666667 2.58333333333333 0.391323300439403 0.011782723325062 0.119486020985716 0.0171126133924568 0.0537811351335933 0.515232325931264 0.0630197307219053 188.25 0.008757674250632 0.00823489978929137 0.0309277233890237 0.0339228919267237 0.11708706947514 0.0187438525105131 0.125225715533871 0.012229660171844 18.5 0.112979719110568 0.00143184421534937 0.00244474441251742 0.00839281314377011 0.216658478552051 0.0289745456579984 19.0833333333333 144.666666666667 0 0.599644625008446 0.004972441599361
"Aripiprazole_3microM" 0.0533616929446022 0.0353130447717279 0.194930443012364 2.08333333333333 0.00185185185185185 8 0.162322654850903 0.916666666666667 2 0.403735008474228 0.00469702625357721 0.154105354391371 0.0291845285590399 0.0471828966688703 0.434686493669545 0.0630626635008772 193.583333333333 0.0104812841218208 0.0129603103350919 0.0402990882051616 0.0203652512480196 0.127703054209816 0.0156460450419292 0.144443756055567 0.016351337757917 21 0.101479251419223 0.00205746375232978 0.0108930602957907 0.00398276290727893 0.229968339346993 0.0212391991209024 20.1666666666667 147.416666666667 0.0148709315375982 0.550663737625221 0.00700239927634029
"Aripiprazole_3microM" 0.0416066344825883 0.0399025520627553 0.18964843108375 1.33333333333333 0.00268817204301075 9 0.148435280962163 0.5 1.25 0.430791132588784 0.0105505016471998 0.0983553275891986 0.0200339211104502 0.0453337927230092 0.538618255352126 0.0875200888673609 140.416666666667 0.0176719057767445 0.00248807795977607 0.0376070867334308 0.0293095736644124 0.127784205053284 0.0109826725318206 0.0905103353117325 0.00675671343713235 15.75 0.0902331316309811 0 0.0109290367442541 0.00814281610151724 0.191405672281424 0.0323931315187866 12.25 109.333333333333 0.00347222222222222 0.623591714729264 0.00761373933543745
"Aripiprazole_3microM" 0.0438739409038593 0.0297457987504038 0.182642705831964 1.75 0.0142857142857143 10 0.0982515208903394 0.166666666666667 2 0.488949090350088 0.00609783170267041 0.142850353144471 0.046159372163647 0.0575697905313832 0.483876678999017 0.0591363771737985 160.666666666667 0.023015873015873 0.00244142101284958 0.0805007526514879 0.0250232890857891 0.108656574690286 0.0126364371433998 0.109150707295961 0.00755516996588425 18.75 0.109868885898932 0.00138888888888889 0.00721608087679516 0.00896157074739892 0.174054079099087 0.0264490155485284 14.5833333333333 123.416666666667 0.00533769063180828 0.604572554826023 0.00914509322247417
"Aripiprazole_3microM" 0.0370528344164512 0.0337583678045714 0.1956989854563 1.75 0.0087719298245614 11 0.161458103586988 0.25 2.25 0.456888068538584 0.00308956916099773 0.086540889152547 0.0322220382857397 0.0652520176144823 0.467272956070969 0.0693008793972045 159.833333333333 0.0028735632183908 0.0030732641462812 0.067991884250475 0.0364007885645518 0.147966981025114 0.0147553595133598 0.0979329296597169 0.00780454008804793 18.3333333333333 0.14072971794977 0.000293427230046948 0.0122630604857298 0.00826392060269823 0.184281584270832 0.0209869720811551 15 122.25 0 0.594363468988493 0.00138888888888889
"Aripiprazole_3microM" 0.0288535996983085 0.0318389028176507 0.197518487474377 1.83333333333333 0.0190836940836941 12 0.123705652504529 0.666666666666667 2.33333333333333 0.48236738184559 0.0033504138746551 0.141457876704984 0.0184429653580724 0.0403357762980358 0.548831820300517 0.0604412111731176 187.166666666667 0.00427350427350427 0.00478154739834384 0.0370899353340825 0.02670748942689 0.111086688102597 0.017606653031309 0.123449981419834 0.00799641592528043 21.6666666666667 0.0804949477465937 0.00568532937832159 0.0120430107526882 0.00597042733084458 0.175403336628803 0.014992765193769 17.25 143.416666666667 0.000493096646942801 0.631466857317697 0.0043888523151196
"Aripiprazole_3microM" 0.0318931734671968 0.0337684484390426 0.17449192191805 2.66666666666667 0.00681875314228255 13 0.105590384560973 0.666666666666667 2.25 0.460196828169302 0.000202757502027575 0.168563386504563 0.0224518013276906 0.0474749014788361 0.514966232025056 0.0540793433195018 203 0.0332323232323232 0.00890340447817408 0.0102026568203039 0.0244377409083291 0.109861071780227 0.0197354527237543 0.163020592674701 0.00816276381851994 23.5833333333333 0.100588403970757 0.00477259966311061 0.00280692416869424 0.0189826545177288 0.206852177445424 0.0197017465968913 20.3333333333333 153.5 0.0111116062586651 0.580136923824648 0.0142096840166401
"Cariprazine_10microM" 0.0576864554237982 0.0442638482894091 0.225270605851552 3.33333333333333 0.0049432965172676 1 0.201152313594823 0.583333333333333 2.08333333333333 0.364687317107936 0.000389408099688474 0.154434504367125 0.0368667904719282 0.0218003011007564 0.422661060906764 0.0511293935461859 325.583333333333 0.0113179513954842 0.00930497020675365 0.063047082645004 0.0221586902965794 0.174717894036482 0.010963116529604 0.155364103699384 0.0095062435032123 30.5833333333333 0.0469991092249697 0.0128770975266474 0.00750340304054002 0.0109802779865891 0.235018985264926 0.0249400992003116 36 253 0.00642602385388488 0.516165273723387 0.010672525425153
"Cariprazine_10microM" 0.0455865150014166 0.0427439656808944 0.217415070219577 5.08333333333333 0.00217571467571468 2 0.140871774098911 2.16666666666667 2.91666666666667 0.368099607622467 0.00068180297148976 0.149878597760907 0.0241719889617799 0.0202684475196103 0.394197719132127 0.0362682308801176 335.25 0.00246212121212121 0.0174170140506954 0.0328323929617033 0.0164387601887602 0.140123128392294 0.0120854211208904 0.20871927054439 0.0080987908235638 31.3333333333333 0.0406899426295978 0.0596385270721601 0.00437165825438991 0.00665718609311038 0.271144003381527 0.0153140918578429 40.5833333333333 253.166666666667 0.0102540852540853 0.455272173072087 0.00427949155868058
"Cariprazine_10microM" 0.0617540858494292 0.0398936963483616 0.221853018823256 4 0.00401084010840108 3 0.130879479763661 1.83333333333333 3.16666666666667 0.380777106888474 0.00114155251141553 0.168879313260609 0.0417869319935615 0.0156345007581145 0.411312603526738 0.0411854426831717 221.583333333333 0.0342359191024711 0.0261141369124634 0.0779521934602813 0.0256598760764649 0.143019343890774 0.0203619264535917 0.1666791420681 0.00724263926556468 21.75 0.028997910112734 0.0112767713138446 0.0112119322780564 0.0127576081709774 0.221417114782739 0.0193011008835782 27 163.833333333333 0.0104040730353119 0.502981857826299 0.0193502827329423
