"all_dataset$Group" "CBendsProportion" "HBendsProportion" "IBendsProportion" "Length4BoutCount" "Transition_ess_Proportion" "TimeFactor" "Transition_iss_Proportion" "Length6PlusBoutCount" "Length5BoutCount" "ScootsProportion" "Transition_jg_Proportion" "Transition_gss_Proportion" "Transition_cs_Proportion" "Transition_js_Proportion" "Transition_sss_Proportion" "JBendsProportion" "TotalBoutCount" "Transition_oss_Proportion" "Transition_sg_Proportion" "Transition_css_Proportion" "Transition_hss_Proportion" "Transition_is_Proportion" "EBendsProportion" "Transition_gs_Proportion" "Transition_si_Proportion" "Length3BoutCount" "Transition_jss_Proportion" "Transition_gg_Proportion" "Transition_es_Proportion" "OBendsProportion" "GBendsProportion" "Transition_hs_Proportion" "Length2BoutCount" "Length1BoutCount" "Transition_sgs_Proportion" "Transition_ss_Proportion" "Transition_os_Proportion"
"Aripiprazole_10microM" 0.0808405830585045 0.042470128591579 0.213909352772811 2.83333333333333 0.00444444444444444 1 0.142671128895213 0.0833333333333333 2 0.341442688930739 0.00185185185185185 0.179131537493097 0.0634311397323649 0.0348752960067156 0.399014682218787 0.0542360988604429 352 0.0246818091592682 0.011447600073527 0.115119411615163 0.0187018183341713 0.127981003559847 0.00516711585433014 0.201090314743682 0.00534381847381923 29.3333333333333 0.0871018978766688 0.0038108456171045 0.00198935199233218 0.012741636794338 0.249192395137255 0.0232098748312201 37 280.75 0.00369712254958157 0.496769764261751 0.0143129986463166
"Aripiprazole_10microM" 0.0532145946594149 0.0495907419454235 0.236517962635489 5.16666666666667 0.00501684062476867 2 0.169555274263307 1 2.41666666666667 0.319967205943851 0.00358391608391608 0.161171380103506 0.0500864434809736 0.0381833092040443 0.358578705112649 0.0621097210258138 335.666666666667 0.014712015562838 0.0142515106332463 0.0815694020331974 0.0144667391853176 0.167420955464554 0.0113483104580874 0.196254006937689 0.0155235375332172 27.9166666666667 0.0832848945641567 0.0120516603252065 0.00661080912345135 0.0113990243182205 0.2558524390137 0.022725582344395 42.75 256.416666666667 0.00741450144348212 0.437675087968997 0.00746796428626015
"Aripiprazole_10microM" 0.0720142296907241 0.0515674623196902 0.227489113730155 4.33333333333333 0.0035823754789272 3 0.113048450996202 1.5 2.66666666666667 0.332691290221129 0.000378787878787879 0.126255900262354 0.0354605800843199 0.0509276839028793 0.437627099569004 0.0773449464630863 278.666666666667 0.0180505889030793 0.0130167758256367 0.0530771861938966 0.0589973229448034 0.156346677143419 0.00934366237964494 0.169278638450819 0.0112849970560258 22 0.0986719953426975 0.0109226288210304 0.00458922205245735 0.00963307357327706 0.219916221622294 0.0427699731773344 36.75 211.416666666667 0.00611304480779954 0.470768023616725 0.00938139361069051
"Aripiprazole_10microM" 0.0746078439570218 0.046925303583899 0.259544987955745 3.41666666666667 0.0028735632183908 4 0.162833913405337 0.583333333333333 1.5 0.319932103917084 0 0.0599366655847607 0.0378403355600887 0.0586299009169191 0.455760118926844 0.0744967767400463 195.5 0.0192875411033979 0.00504950543435765 0.0531513014231949 0.034948007493922 0.18168126631287 0.0148424846244127 0.143469676407513 0.0133633048679018 15.4166666666667 0.154220045065027 0.00312442984856778 0.0103196169772257 0.0111181568985739 0.198532342323216 0.0386844996777212 25.6666666666667 148.916666666667 0.00490196078431373 0.46794675473371 0.0157265825544553
"Aripiprazole_10microM" 0.0619212182661249 0.0400052565121204 0.232330695751549 2.08333333333333 0.00396825396825397 5 0.10868829679715 0.666666666666667 1.25 0.356390384586418 0 0.0627249836017985 0.02730784089506 0.0511536495688752 0.386490337851833 0.0835958307861102 192.25 0.022377437293499 0.00941151568533798 0.0464627662573243 0.0204653013306398 0.168583091436059 0.0138291952334344 0.199812745231422 0.0088144807436769 16.5833333333333 0.117106562190701 0.00305286671630678 0.0127107281402333 0.0134778423664385 0.198449576497804 0.0217711820923125 22.9166666666667 148.75 0.00109649122807018 0.457241164422973 0.0130783851852965
"Aripiprazole_10microM" 0.0796974736421677 0.0411404054967007 0.221400738818875 2.66666666666667 0.00177304964539007 6 0.143200010486509 0.416666666666667 1.75 0.37775365268931 0.00320512820512821 0.0956599436701301 0.0513259297399398 0.037475133507591 0.461477881934884 0.0738402825608711 193.416666666667 0.0141728769240484 0.0041059801483274 0.0679666198143054 0.0585832426993465 0.181158499138904 0.0125941300801389 0.152995435705936 0.0165527660146535 15.3333333333333 0.0754145202440113 0.00546639033481139 0.00628911962094055 0.00719166345774493 0.186381653254191 0.0251756437530787 26.3333333333333 146.916666666667 0 0.466310650455006 0.019425863996434
"Aripiprazole_10microM" 0.0699936290475226 0.0356588790084112 0.220303982243024 2.33333333333333 0.00977874677002584 7 0.18029110678983 0.583333333333333 1.25 0.363687105382082 0.00190972222222222 0.080354540820156 0.037496672115719 0.044319237200573 0.455659781387856 0.0754862020617604 179 0.0191264096502974 0.00726525441255667 0.0745173575612682 0.0199813568158121 0.187648967448104 0.00906463327933846 0.128996960411564 0.019590536027634 14.6666666666667 0.120067639782031 0.00602128971036755 0.00827262429229575 0.01411779305456 0.211687775923302 0.0308004476121341 24.25 135.916666666667 0.00413096695226438 0.48709216277787 0.0182004536385969
"Aripiprazole_10microM" 0.0579548861536239 0.0345042477977778 0.20218402125175 4.08333333333333 0.00465252417664164 8 0.112447490459571 0.75 1.58333333333333 0.423463691407982 0.00148809523809524 0.206210437287154 0.0329924700835786 0.017073070982685 0.485651131688747 0.0669791330117637 189.75 0.0180577654649775 0.0127628136013498 0.0511913759862594 0.0268474751762103 0.140911359145275 0.00958312666524178 0.170085874274345 0.012893918775793 15.75 0.0292378123092858 0.00288286046125767 0.0057460487420952 0.0126712421273414 0.19265965158452 0.0295817146617808 22.5 145.083333333333 0.00729166666666667 0.531644973777606 0.0115002193978043
"Aripiprazole_10microM" 0.0534190470710337 0.0317156539446712 0.187078119831276 1.75 0.00736481033091203 9 0.120108093209054 0.416666666666667 1.16666666666667 0.435298872830447 0 0.105972780284827 0.0257354952254174 0.0301667398760321 0.558416576821514 0.0871653794218043 154.833333333333 0.0231141506599172 0.00706266800374436 0.0555262220179344 0.0303920185313231 0.15276343068125 0.0135615244512372 0.112803573230228 0.0122210873664362 12.8333333333333 0.048260437988408 0.000636132315521628 0.00237224342663274 0.0214102559862044 0.170351146463326 0.0176787493615037 17.4166666666667 121.25 0.00736481033091203 0.581786238248119 0.0116547884750139
"Aripiprazole_10microM" 0.0516182586242079 0.0331105801457835 0.183876318766869 1.83333333333333 0.00166666666666667 10 0.0754657235175062 0.166666666666667 1.75 0.428998584515232 0.000980392156862745 0.159020779651085 0.0327039762689599 0.047207456639405 0.498751845687704 0.0794543791909457 168.166666666667 0.0401455026455026 0.0157154813760532 0.0571084910028034 0.0110526315789474 0.105835297674153 0.0160079916009689 0.151332038391888 0.0116806419389969 14.6666666666667 0.0959685879561292 0.00458333333333333 0.00689699792960663 0.0146091798612441 0.192324707294749 0.0236527758590638 19.3333333333333 130.416666666667 0.0109841912473491 0.54620799171962 0.0271745823785895
