"Group" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC110" "PC111" "PC112" "PC113" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC210" "PC211" "PC212" "PC213" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC310" "PC311" "PC312" "PC313" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC410" "PC411" "PC412" "PC413" "PC51" "PC52" "PC53" "PC54" "PC55" "PC56" "PC57" "PC58" "PC59" "PC510" "PC511" "PC512" "PC513"
"Control_healthy" "1.92810952641457" "2.00471066068288" "2.34299639611935" "1.83797651113111" "1.96204002374665" "1.75277581688422" "1.35845767980036" "1.21563058313217" "1.26700544152919" "1.29121422734384" "1.45361065926119" "1.23752192267382" "1.23621188119425" "0.439227752204283" "0.99675767408329" "1.26837607460391" "1.33631020515361" "1.35472455116115" "1.42008573795267" "1.5483526396858" "1.30318244972373" "1.3544278457197" "0.744302266015245" "1.32041630194183" "1.23141956237682" "1.0513586937981" "-1.68383916071991" "-2.62659739728385" "-2.37316428633743" "-1.84751041110674" "-2.28156424028754" "-2.76384386936059" "-2.11802251497533" "-2.13700100968344" "-2.02394833471746" "-2.64888133464593" "-2.30080212875195" "-2.57107541298465" "-2.2627814169075" "-0.364869388099851" "0.578713227152851" "0.887951597132158" "0.756025517475988" "1.62372702527299" "2.23012655971945" "1.94726161579541" "1.44640932202232" "1.13400773637934" "1.55390640388744" "2.13187899143728" "1.98124794119439" "1.36121157079961" "0.323971668094305" "-0.227106639224124" "0.168015468237473" "-0.873503505849289" "-0.193385288091142" "-0.982002548945305" "-0.312702669572829" "-0.84047470475712" "-0.117811373400826" "-0.698530915225625" "-0.917434962804379" "-0.54475409478128" "-0.548057014364078"
"Aripiprazole_10microM_healthy" "2.29852662482938" "0.989105112353348" "1.01609425430652" "0.829568830643509" "1.40419118102522" "2.07422348509374" "2.41315878692041" "1.69659694373192" "1.3474565455398" "1.63707580009844" "1.86460848709142" "1.7510264544375" "1.47665804132199" "0.182625158022048" "1.15379548165847" "0.222860178173896" "0.873331546213631" "0.542050408247301" "0.489732087324336" "0.782248533313602" "0.1223413197238" "0.00337747080606643" "-0.0834895335587346" "-0.113918653676754" "-0.118872190242979" "-0.0603747666251002" "2.20569582317579" "0.368750305082193" "-0.308681675285182" "-0.0358354371140174" "-0.346379361687577" "0.681810522632284" "0.485393307042649" "-0.446534674044149" "-0.254328384744192" "-0.946386162485948" "0.0986786625337763" "-0.0639147980905292" "0.841657126302575" "-4.14464006291227" "0.00921260809315197" "0.646219117040931" "0.226509415130399" "0.54239177269655" "0.886713307048452" "-0.764014039882155" "-0.833739002118577" "-0.0782562092298164" "0.155863838645029" "-0.821570399400763" "-0.336604496907282" "-0.0800380073096287" "0.0974674452020294" "-1.01504447835409" "-0.10575109891477" "-0.642058300229883" "-0.0629321927773395" "-0.315194261909554" "2.67266403724405" "-0.173891163380834" "0.0688709685973007" "1.00002127541559" "1.14283051029049" "1.32044587979563" "2.42088840646373"
"Aripiprazole_1microM_healthy" "2.25920899103384" "1.82360644849764" "2.36349365321521" "2.83192937615297" "1.66509114454223" "1.90575936053799" "1.97893787913043" "0.23997026895744" "1.09434876404502" "0.919896827819488" "1.3978798752016" "1.12264990269791" "1.21853656821584" "-0.26058514854014" "0.747879818212997" "1.02504085883555" "1.76873317627924" "0.932631874248561" "0.902080820195664" "0.76594392070575" "0.924696575780849" "0.926835025420624" "0.368033905662614" "0.732904970151296" "0.893952704474221" "0.884497962935164" "1.24717508708006" "0.424789571762803" "1.61926101621874" "1.37217843874102" "-0.146741502640847" "-0.0627850436240769" "0.344960006476114" "-0.663215984493541" "0.0547871967272529" "-0.126325486021343" "-0.682315227408647" "-0.0802264239873589" "-0.524508472227528" "-1.74795173336015" "-2.97693334079105" "-0.709416020073394" "-2.45947778080301" "-0.447067085825345" "0.325906276013843" "-0.685037779244476" "0.118256720257706" "-0.598395222462533" "1.27925218903183" "0.746282464213515" "-0.38137092341936" "0.124725851018656" "-0.277496551188601" "-0.221413103122841" "1.62476916186841" "2.80717083644494" "-0.111614075037007" "0.816626259717602" "-0.657782764198264" "-0.585073804654977" "-0.0358312513425061" "1.3069834205967" "0.45207225317096" "-0.256020605827056" "-0.368182480089834"
"Aripiprazole_3microM_healthy" "2.59189099734234" "1.5043266039752" "1.72661673219027" "2.01887224178755" "1.26385380192531" "0.617067298833849" "0.877847827350963" "1.49881589673605" "0.855635468402579" "0.709943876897501" "0.867380148074368" "0.581435491606598" "0.188744366529009" "-0.310926265718853" "1.28758345747963" "0.920252086948325" "1.37993493754861" "0.738584091226962" "0.715881241530991" "1.04346514637647" "0.409333807740253" "0.806455866093731" "1.45421165928303" "0.696170965328238" "1.25379019827717" "0.973048559417063" "2.32817187477746" "1.26579158195569" "1.04928261504884" "0.358747316851631" "0.860673041418197" "1.50087415134818" "-0.519425396720097" "0.940791545618841" "-0.386323662042239" "-0.328803663027216" "1.33602815351777" "-0.541226909422555" "-0.22359009974296" "-2.06789997015713" "-1.02512445543109" "0.0964536773437064" "-1.45526138873649" "0.641935058373522" "0.666279420435958" "-0.0841452392899063" "-0.0504464148936438" "0.293324337554531" "0.215584550988625" "-1.09479035640915" "-0.183095496506019" "0.0434682143810987" "1.60011518345626" "0.598475126451843" "0.422215011331499" "1.80210205503104" "-0.240027771058656" "-3.15569314108844" "0.233685089322431" "-0.503115403634779" "0.469343551135645" "-0.32158795596409" "1.05878412355149" "-0.81467568200133" "-0.234378944281208"
"Cariprazine_10microM_healthy" "0.89160561328133" "0.389410501966833" "0.240507593484097" "0.606243467755709" "0.946075408873565" "1.01896650778649" "2.41318150986248" "1.74104731447239" "1.48817129860454" "2.34629707741842" "1.96269614211168" "2.02703993448652" "0.772476133784147" "0.619200034821789" "1.47235974465982" "1.66313591941634" "0.926283317776782" "0.638702894731993" "1.34501661456992" "1.30198211509364" "0.715746901331516" "0.696372360094152" "0.329260745330956" "0.481010066424055" "-0.135561467674141" "0.328519827537005" "-0.189242851243742" "0.0309309102575597" "-0.207285510858121" "0.134111561873408" "0.206072057472047" "0.0421812300763375" "0.355914578709675" "-0.577255287780955" "0.337946621007064" "1.13674770820775" "0.242269427799754" "-0.547265057440827" "0.124176897343731" "-0.71918198331782" "1.28863614738427" "0.559124263338903" "0.667359352934555" "-0.558434969939993" "-1.29376928401557" "-1.57626305980044" "0.357133134719504" "-0.32568338464396" "-0.507566124071421" "-2.10563010489026" "0.276893275430988" "-0.537326652443159" "0.328554255125055" "-0.544007466573256" "0.651954085403043" "-0.329309745958416" "0.358440281540056" "0.00584489765594211" "0.619211298859789" "-0.354272339771948" "-0.260179126602514" "0.0162465192346641" "-0.177547598720515" "-0.357483951885808" "-0.889982373302312"
"Cariprazine_1microM_healthy" "0.5575323431144" "0.117006105856639" "0.112123068575375" "-0.0918034956496194" "-0.244805981368087" "-0.854827495218888" "-0.620505098115057" "0.469534470584884" "0.011864127025788" "-0.38454281237684" "-0.631231602976107" "-0.908876702562262" "-0.206330574243478" "0.0859786917960929" "0.714714014814386" "1.06174237904474" "0.646420270099978" "0.155601386788298" "0.236966379442633" "0.552080881446402" "0.373661386649191" "-0.0112329830066508" "0.657391757367891" "0.397589980139572" "0.113354428691204" "0.353062597082518" "0.153897113666775" "-0.0243747358119539" "-0.124800767863022" "-0.39637168830534" "-0.187358652795059" "0.044010637236792" "-0.344539990935939" "0.427700238518979" "0.427770088612018" "-0.494325355272389" "0.22575711463135" "0.274023625527267" "0.0710428751024788" "-0.181388223809853" "0.0609291180740067" "0.439474217043112" "0.79519556134717" "0.885030745793248" "-0.83708540246625" "0.184862528152206" "-0.453599835256402" "0.326312553749125" "-0.00934517166652196" "-0.564497486391047" "-0.691439370729993" "-0.396780813463853" "1.66233163339828" "0.100964234859665" "-0.407966611771666" "-0.822208940673377" "-0.184337609451365" "0.0118060994129285" "-0.190917615434294" "0.749729676141931" "-0.328315936020891" "-0.246571866732441" "0.119623161043989" "0.0330385082187272" "-0.2303963256678"
"Cariprazine_3microM_healthy" "0.56340851566766" "0.287118595458102" "0.0495905027055323" "0.195742989026629" "-0.0874049717687298" "-0.0821669212724145" "-0.325081388155453" "0.605315973744685" "-0.297432139584109" "-0.438892136319762" "-0.212022096900242" "-0.380741298454951" "0.193638204349046" "0.280805876646946" "1.25777286334828" "1.46629635621685" "0.724923023587977" "1.22815384700841" "1.00531054834783" "1.04129624478065" "1.07925158039293" "0.990828133916443" "0.891490317433585" "0.399556491421349" "1.26272130140786" "2.33778052676693" "-0.168329108553081" "-0.445608265054014" "-1.1404982986294" "-0.351465754138219" "-0.0305580131894913" "-0.319611878177852" "-0.284541023154552" "-0.608758263024417" "-0.438119502634082" "-0.178025820401693" "0.0149846407394391" "0.0658343853468482" "-0.0668464080882964" "-0.692389816149315" "1.18823683109566" "1.42669961649823" "0.921909817615791" "0.021088168137691" "0.418769160226797" "0.631102485077708" "-0.0969218710795407" "0.11360042841629" "0.73971631475477" "0.0141284360797115" "0.20950269078927" "0.0299023477044971" "-0.440832249626747" "-1.25146128798654" "-0.836471230177027" "-0.0679719717570641" "-0.189550474162232" "-0.375966453043842" "-0.113850896007636" "-0.16719645278979" "-0.135916357432647" "-0.609866230007963" "-0.110643735477696" "-0.142415060272154" "0.384264588105759"
"Clozapine_10microM_healthy" "0.834424479519064" "-0.417230336464509" "-0.138773261063059" "-0.146781634956741" "-0.394345502349897" "0.0196299020331871" "0.0818983584059526" "0.0802358795044032" "0.259931813180257" "-0.276041538263654" "-0.0437856103988412" "0.0965427589217334" "0.451700644069706" "-0.546491701134177" "-1.16058084477973" "-1.71850887399761" "-0.88202464837982" "-1.03646810424103" "-1.07394688965678" "-1.05031297952055" "-0.925017086899631" "-1.07965056010364" "-1.81800333040097" "-0.764765405306767" "-0.910912344342519" "-1.44086366826721" "-0.00867776070624872" "-1.45228466538502" "-1.79939204716356" "-1.08487453297316" "-1.18114251535187" "-0.589470059927421" "-1.15028597511623" "-1.14274522382195" "-0.869812602034139" "-1.57654139229803" "-0.941043298448906" "-1.06005097027243" "-1.31661976447616" "-0.457750180440822" "0.0261101590276211" "0.265242409843515" "0.0665830516720372" "0.329673989225859" "0.593157533344177" "0.278359385737269" "-0.0623562528575488" "1.12001571262389" "-0.0158254104336012" "0.750823652785727" "0.200997445942708" "0.374309046344514" "-0.757635557351929" "-0.223885771237451" "-0.397697676896906" "0.527148534283825" "-0.0544386233213421" "-0.0832231105257264" "-0.0519190658544049" "0.359199768431352" "0.848626286961195" "0.1308767023314" "-0.134626359967254" "-0.159687865553051" "-0.265742969897911"
"Clozapine_1microM_healthy" "0.736718858135247" "0.586202702620382" "0.155865389813661" "0.350082426391164" "0.718556254485626" "0.518519394392828" "0.769830772216082" "0.213317996307967" "0.759534453333879" "0.940567112551476" "0.408787865401698" "0.519571271477411" "0.769512827253138" "-0.298780249150967" "1.0045983683764" "0.820781983227857" "0.814754177764793" "0.0615298644316977" "0.324955558694074" "0.592174760160463" "0.104334507671374" "0.27213564880322" "0.0721977756557116" "0.46376809220159" "0.0776155227364555" "-0.514139194202788" "-0.743297233678085" "-0.839059620952687" "-0.495254581919932" "-0.0876915695220524" "-0.853647710004446" "-0.346182076762868" "-0.92369775432066" "-1.16637127209742" "-1.01727195133633" "-1.09864292789806" "-1.3835338701648" "-1.80147180455795" "-1.12579532745198" "0.135048857817082" "-0.103085932622974" "-0.159790516797865" "0.165288372992043" "-0.621881960552903" "0.0917479772046976" "0.277450117783442" "0.547387799376185" "1.11583247533364" "0.127018382953739" "0.511976013552505" "0.756090805159935" "0.491756544435369" "-0.0260022150485345" "-0.617686705302635" "-0.592720639773063" "0.0762884263103755" "-0.0363914563723085" "-1.30038657394432" "0.102842896169547" "-0.501852664996036" "0.0674653843255923" "-0.873174304409212" "-0.212034331868848" "-0.208739079322453" "-0.743837774039047"
"Clozapine_3microM_healthy" "0.126869640698045" "0.401278785694368" "-0.28113459104946" "0.0676477485101716" "0.91893360868179" "0.0856322488311063" "0.311323885292577" "0.436925228649408" "0.423989068105248" "0.833411849251367" "0.827810437373176" "0.981133156321172" "0.413329336333448" "0.0742799210529892" "-0.0605345234960367" "-0.70845945787315" "-0.440965659014603" "-0.420478945310259" "0.0305593773614389" "-0.154234704267131" "-0.564686480704991" "-0.596241193526376" "-0.842069728587651" "-0.910090914032692" "-1.14267772898729" "-0.720705496052282" "-0.790748969611951" "-1.28600025067872" "-1.34808047862628" "-0.940697936452867" "-0.839951573014167" "-1.35195489528079" "-0.892212801034705" "-1.22051419471071" "-1.42917266709441" "-1.8005671380765" "-1.20681503286345" "-1.34268744920017" "-1.53513293173836" "-0.173619369051335" "-0.200131805858886" "0.048825986589261" "-0.0319315608780966" "-0.180606846685653" "0.713889927284278" "0.81346469705213" "2.23110434866003" "0.408936700417843" "1.18112283806948" "0.725144010141752" "1.06122590357383" "0.587039280154478" "0.0476758231722099" "0.271983921348158" "-0.340018312136844" "-0.206764213410267" "-0.0932019847912951" "-0.0356914555828666" "0.172879992258187" "0.493655047840814" "0.0079200015979539" "-0.673712618938809" "-0.550863233439697" "-0.413434500523369" "-0.0999841994646416"
