"Group" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC110" "PC111" "PC112" "PC113" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC210" "PC211" "PC212" "PC213" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC310" "PC311" "PC312" "PC313" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC410" "PC411" "PC412" "PC413" "PC51" "PC52" "PC53" "PC54" "PC55" "PC56" "PC57" "PC58" "PC59" "PC510" "PC511" "PC512" "PC513"
"Control_healthy" "-0.92577399335106" "-0.955029732123774" "-0.990502197879635" "-1.06036376572933" "-1.00843214937663" "-1.05792784015973" "-1.03026549301447" "-1.01793416211669" "-1.07025023621417" "-1.01828190001306" "-1.09319869527506" "-1.01116210932056" "-1.08270049408392" "-0.2444497650871" "-0.251839809661375" "0.171400288734304" "0.349421601078125" "0.54866292768727" "0.611563230486645" "0.69967048252555" "0.659786532838042" "0.873164931413981" "0.497017329184805" "0.878711094574024" "0.735573856354142" "0.725344805371513" "-0.282560357802999" "0.141066184775031" "0.204732816469534" "0.222600496950671" "0.184877097952451" "0.217856723907727" "0.160438613566388" "-0.328727412018217" "0.0289856555909056" "-0.432002403554014" "-0.26865314051594" "-0.0835432840211071" "-0.351947576280221" "-0.60621505133577" "-0.463027334340465" "-0.742011706782936" "-0.470194939255643" "-0.39364369739956" "-0.310988211564969" "-0.145760200364857" "-0.257266271603043" "-0.208479285070211" "-0.0163398081628589" "-0.234564274521885" "0.0200544457989926" "-0.226966892277568" "0.905398118129022" "0.101679365326917" "0.603803677983619" "0.392063631245367" "0.164343018346681" "0.283000088135551" "0.539404467596841" "0.323733254799984" "0.340818696157202" "0.137537287831014" "0.70445441171946" "0.0314089237515743" "-0.0615600353972296"
"Aripiprazole_10microM_healthy" "-0.175050212834917" "-0.791454440597297" "-0.903952750925359" "-0.965037229108195" "-0.797749056705383" "-0.882356299236703" "-0.810612154704198" "-0.837990281413262" "-0.8392759742359" "-0.855913562617035" "-0.629083672221459" "-0.645017648673596" "-0.594095766016929" "-0.851946764435908" "0.555177160149717" "-0.131016353227891" "0.607586875632022" "0.662000474156993" "0.369503831908463" "0.772502244069579" "0.321643604488647" "0.154082145566839" "0.00032943658838615" "-0.127083309107585" "-0.138854348929062" "0.206435663980037" "1.06093709678043" "1.44109913156091" "0.273880062100797" "0.845785004553857" "0.547184043888502" "0.950736379621245" "0.376617939993911" "-0.262413102728336" "-0.0130342040608039" "-0.653189923173802" "-0.281025380561303" "0.0281508321822306" "0.0113392969962716" "-0.0200034851706592" "-0.570096744385687" "-0.438293315054653" "-0.334269156757099" "-0.290514861658787" "-0.204756251860826" "-0.076989928866209" "0.177884662659464" "-0.158681761182576" "-0.249066293915518" "0.328972069281511" "0.48825082079899" "0.181070176350369" "0.141694905414919" "0.197176930312526" "0.459050030307086" "0.346750414691885" "-0.168491684545769" "-0.0162191787356191" "0.0591915018937958" "-0.0606474013479226" "-0.00822718802922362" "0.196824507589533" "0.242826134732567" "0.105561504980855" "-0.184553203013754"
"Aripiprazole_1microM_healthy" "-0.0395262990076311" "-0.687345104159181" "-0.807861883004684" "-0.893312964579975" "-0.934889494857996" "-0.932637015340601" "-0.91796427988143" "-1.00468594780159" "-0.791688700971067" "-0.873376775992856" "-0.850139770286905" "-0.830589181847402" "-0.961784313659726" "-0.54896315459339" "0.170901098827804" "0.805618004041515" "1.28807463340955" "0.875167216450755" "0.986980588958251" "1.01859059256149" "1.3735144628771" "1.42563690594783" "0.906266305848975" "0.830879165604831" "1.18515363471583" "1.08157724209122" "1.65822594725099" "1.3121299080892" "1.10413812790768" "1.36649429551871" "0.636185758467258" "0.661681400734683" "0.410561842576286" "-0.0697041440573325" "-0.243117546038212" "-0.12754818979692" "-0.0545092478874988" "-0.260540535352538" "0.0987912927702384" "0.0226674435443273" "-0.17700017859572" "-0.295659101635155" "0.237531341219389" "-0.231238405603071" "0.0206510450394122" "0.046694102821785" "-0.113526152110856" "0.50992077097995" "0.390033956008296" "0.449886979977749" "0.425703158302362" "0.170141259031307" "-0.299300302513159" "-0.172045879357628" "0.0138481054464816" "-0.130359945449312" "-0.0598461472318474" "-0.107231082837219" "-0.0164288955691331" "0.00245145265579305" "-0.629035682558359" "-0.220119071543502" "-0.0810140631637542" "-0.392594222389065" "-0.13992440249401"
"Aripiprazole_3microM_healthy" "0.0278492209978267" "-0.467939327535061" "-0.689429355377583" "-0.914031650073115" "-0.974120999828535" "-0.86975415427343" "-0.97303821441456" "-0.816248100239031" "-0.851403701800456" "-0.903042861213448" "-0.777573712879882" "-1.04529243613272" "-0.854556164173884" "-0.651812268478707" "0.581921582950484" "0.975235086307145" "0.748572667691124" "1.5201710041198" "1.87129260502568" "1.19333990523536" "1.0515125058939" "1.3437864758159" "1.72364601092263" "0.881933557499719" "1.57080432282633" "1.12415455291454" "1.68894274982598" "2.22270118204441" "0.866393696129795" "1.20028385984642" "1.30502763425647" "0.540015494305419" "0.782286634292104" "1.10577123201928" "0.135181699988165" "0.262311615363164" "0.219770394230515" "0.427520722129602" "0.357193100194144" "0.0514528296595254" "-0.417724471507177" "-0.54113130629968" "-0.157142576811533" "-0.352740177639149" "0.467918387834106" "-0.247433791973267" "0.126509973894157" "0.469250138675851" "-0.270159039374203" "0.561416574417659" "0.109290853014112" "0.1974029392519" "-0.378683161511887" "-0.075232202199845" "0.138006979061651" "-0.054194369108555" "0.221085139205214" "0.297049578266287" "0.0819774171635469" "-0.43770537567647" "-0.404971961694988" "0.134568362395373" "-0.169135494498441" "-0.111211100776578" "-0.157434090694681"
"Cariprazine_10microM_healthy" "-0.834976171225462" "-0.887372560356351" "-0.881123608015102" "-1.06523104806575" "-0.743239986340782" "-1.16929594406501" "-0.939094847673487" "-0.933242163549294" "-0.964649580153375" "-0.976445628565388" "-0.929932946810497" "-0.785555852652052" "-0.780562630708314" "0.707323112980262" "1.57568486533414" "1.67486725238696" "1.66179472658398" "0.57948931342519" "1.53024910750433" "1.02082049820708" "0.494259995487883" "1.19343558747048" "0.770740891144987" "0.844983063122704" "-0.202897821662692" "0.682566349433637" "0.421835753831433" "1.19611341934563" "1.77154281317362" "1.2459438324235" "1.03898814377251" "0.882467353757683" "1.09482635201727" "0.585306299725449" "0.801111632101338" "0.920237153821189" "1.12322058185639" "0.932713674531951" "0.180240988374141" "-0.723260041527313" "-0.753524107672283" "-0.915880786540315" "-0.834797300266718" "-0.29226385859459" "-0.464499422128041" "-0.0935389965430282" "-0.00809371859544918" "-0.0109516401079323" "-0.070924541668831" "0.162614707265797" "0.322398191195318" "-0.565983291535068" "0.436007649211808" "-0.0579364233602921" "0.375971135488829" "0.043196908421458" "0.198580920150851" "0.287762723909736" "0.236766746138355" "-0.151599709006687" "-0.344923916453171" "0.0368395496686523" "-0.11094650021724" "-0.157026408084049" "-0.0959669429555284"
"Cariprazine_1microM_healthy" "-0.87684019804335" "-0.835823655708138" "-0.947103727987876" "-0.982533868315567" "-0.818779802368355" "-0.906923969808623" "-0.95945123844274" "-0.391776355060279" "-0.84329272698995" "-1.12224496139019" "-0.916152192765063" "-0.725297810231068" "-0.839383547743412" "0.436518980603016" "0.843146344069744" "1.07694322006728" "0.930781286738296" "0.944204488057844" "0.000507677584839867" "1.34164350049451" "0.0197310653982564" "1.22001806343578" "1.78966062457669" "1.42431163118221" "0.798467236553468" "1.05637813356904" "0.297835685541592" "0.646657031188863" "0.337591811772223" "0.232248598802631" "0.691356143529569" "-0.309095704857148" "0.277564339692043" "-0.0531860985057803" "0.0364894758346702" "0.216281688116334" "-0.0434408632594857" "-0.0685136385436077" "0.360404752665608" "-0.51201156169849" "-0.545796794213909" "-0.853949693681023" "-0.75939158538694" "-0.201995288006744" "-0.0751141951790323" "-0.306463637524742" "-0.208125248526017" "-0.100610168065581" "-0.319801694966213" "-0.598629889194681" "0.287683887281553" "-0.167282709237419" "0.915527365819665" "-0.076393240554374" "0.283953253500428" "0.238262606053192" "-0.179668007712149" "0.290750494011159" "0.342617090156473" "0.0035429926208952" "-0.290572484607278" "0.0301599395807803" "0.204303698712654" "-0.0611909885908253" "-0.104803056909967"
"Cariprazine_3microM_healthy" "-1.1456268018715" "-0.985235620817454" "-1.08372196277811" "-1.03551175873711" "-0.925242303880683" "-0.975755294278671" "-0.908271638425327" "-0.987981767996335" "-0.988701833743575" "-0.792250984411892" "-0.854735877415629" "-0.810770645514558" "-1.10154520559703" "0.298268184112928" "1.34097357973291" "1.60011027482481" "0.818497606593146" "1.2379163525995" "1.78416789989566" "1.12227253063869" "1.23201935845934" "2.16763513933762" "1.78092452082455" "0.816324036425518" "2.15646212767989" "2.7993554623079" "-0.0315729999191813" "1.30228845625359" "1.31346701090434" "0.738250195331402" "1.27061532505973" "0.362388613368813" "0.109742756092776" "0.337500986590031" "0.475270241549469" "-0.284641509151861" "0.557313615326607" "0.300827958104377" "0.668051885501119" "-0.830279124479395" "-0.717876652518739" "-0.925094246824403" "-0.525974581723137" "-0.0676589234513256" "-0.182336200407723" "-0.0198460304313303" "-0.241136531956159" "0.122292503908137" "0.374160440689775" "-0.355500104032318" "0.0672355334935548" "-0.452656414298165" "1.16502281718195" "-0.0359417000712069" "0.292927016936557" "-0.0564308374233145" "-0.333174011090469" "-0.21179625032767" "0.0414100220053042" "0.172491153163724" "-0.636093592819767" "-0.404448880751192" "0.596176879709353" "-0.324945637719103" "-0.148441202777576"
"Clozapine_10microM_healthy" "-0.826255218667802" "-0.913817399154069" "-0.760939447784383" "-0.924894367741676" "-1.04650337041776" "-0.735373648850835" "-0.915405255144757" "-0.954857601644674" "-0.835678492570926" "-0.864015078264265" "-0.810161591576783" "-0.815030894220018" "-0.948950818188393" "-0.345417955719257" "-1.2005711995653" "-1.96787800547317" "-1.28254198158294" "-1.31990863767799" "-1.18081985507683" "-0.764267353849219" "-0.789487151806325" "-0.171325522999307" "-1.65173961304006" "-0.809424151741448" "-0.879854871821531" "-1.02623369922408" "-0.612391272343685" "-1.41616135856688" "-1.39999727662297" "-1.35559697612837" "-1.36861226948897" "-0.562995533734009" "-1.14108639858365" "-0.942616637465796" "-1.13940550152399" "-2.09048842808815" "-1.55865189050519" "-1.49824101100662" "-1.42444709205219" "-0.582789468476135" "-0.42268367167278" "-0.290237973625586" "0.14179271662739" "-0.0691667465067275" "0.30665975369306" "0.0304599400407925" "-0.098478739565231" "-0.0405332171243489" "-0.0422616722361287" "0.329716461992194" "0.281129901353076" "-0.0460453479121595" "0.936858236394278" "0.128030430566679" "0.634990120937476" "0.742357507637425" "0.736120693161394" "0.0877397890122873" "0.523240979007717" "0.316340997828" "2.19991700287835" "0.20056504127437" "0.600923539374254" "-0.0185264622837405" "-0.0684238532745797"
"Clozapine_1microM_healthy" "-0.812370058119851" "-1.05790945630623" "-1.0653848313254" "-0.955589173400675" "-1.13988565038059" "-0.976313449723176" "-0.983113046888966" "-0.948239649025302" "-0.976617671823026" "-1.09657451065782" "-1.14340414028002" "-1.09313655761247" "-0.970892270686709" "-0.267167251116926" "0.480413483512522" "0.349804095226632" "0.806817988583623" "-0.13123601470404" "0.0579082223062464" "0.418313668512445" "-0.023413146429579" "0.54027799181056" "0.309750354761462" "0.550160803321994" "0.082375142082401" "-0.282858584086021" "-0.109129134108684" "0.604436163481348" "0.409164294137619" "0.713461346578037" "-0.674730344896732" "-0.150813339747599" "0.00936497829976854" "-0.558422418810094" "-0.464839175301755" "-0.350635875465476" "-0.472756858153332" "-0.468408117572579" "-0.586407656740921" "-0.38627363034655" "-0.517260064552654" "-0.721600522822255" "-0.368661779401542" "-0.366329126070764" "-0.182365162243669" "0.00552633406425643" "-0.0112956123500673" "0.262427293463254" "-0.0844218634774775" "-0.272049743738451" "0.159935954780784" "0.08515344875622" "0.839612210256939" "0.104209091255753" "0.902218188356039" "0.204882105341199" "0.545856418062117" "0.191780877848643" "0.54158181535382" "0.209584449806069" "1.04008333708928" "0.219668417370709" "0.634308772987457" "0.456596414895234" "-0.0882033693477157"
"Clozapine_3microM_healthy" "-0.969921765727199" "-0.98439875208326" "-0.936494171134953" "-1.01479039988943" "-0.914750041537531" "-1.00281533658959" "-0.915134620170238" "-1.00731459581571" "-0.95635471750953" "-0.991877512605545" "-0.865272580854385" "-0.883263021313182" "-1.05589784286892" "-0.150035072936615" "-0.457370225820107" "-1.02308709735857" "-0.825611162793682" "-0.599116778681576" "-0.599733824429437" "-0.526836772271354" "-0.703637464318798" "-1.12030453937237" "-0.883997401385476" "-0.711525743633637" "-0.79398543497796" "-0.686061497852942" "-0.512100061606024" "-0.666189271528865" "-0.969576994424443" "-0.924427248745452" "-0.0974955953425631" "-1.19672390030902" "-0.936699771088385" "-0.961061755781576" "-1.21646341202413" "-1.18887694699631" "-0.87879589288711" "-1.22685037853248" "-1.59223317743878" "-0.61391050126169" "-0.568130266322191" "-0.633547262631952" "-0.285224830676054" "-0.140757507971162" "-0.286197217238368" "-0.149693102842431" "-0.234957901882957" "-0.00509511957606471" "-0.076464987883814" "0.0894828237639604" "0.378055970472547" "-0.219413265449801" "1.00318729672283" "0.231515581299184" "0.802610281697459" "0.496947212252558" "0.107153545689985" "0.509614017132208" "0.363948688303589" "0.47451080631099" "0.282100316101" "0.263793808031885" "0.620301728617039" "0.0514422936204768" "-0.0350917808994997"
